quadro,x_cm,y_cm
186,18.36,19.25
187,17.74,36.29
190,10.24,25.34
191,45.29,38.37
192,16.94,33.64
193,5.63,24.39
194,15.17,23.91
198,17.07,25.39
199,26.93,25.19
200,31.81,8.77
201,44.04,25.47
202,1.37,29.52
205,21.0,22.96
206,35.08,6.12
207,2.76,6.61
208,27.37,23.88
209,20.07,31.93
210,4.21,32.12
211,16.37,34.81
214,23.89,22.59
215,16.99,32.46
216,19.49,19.03
217,13.79,17.78
218,13.57,24.15
221,28.55,30.32
222,37.63,23.0
223,29.34,28.47
224,7.16,24.32
225,19.21,25.94
226,24.65,37.79
227,15.02,10.43
228,12.65,26.45
229,10.67,11.14
230,11.98,38.21
231,10.08,7.56
232,18.14,32.82
233,46.0,22.73
234,24.9,32.05
235,2.33,3.43
236,28.61,22.5
237,11.11,25.04
238,29.67,11.35
239,5.44,26.53
243,6.06,30.18
244,18.65,15.67
245,9.61,30.8
246,15.47,18.31
247,1.7,27.61
248,13.72,23.07
249,6.77,25.98
250,13.22,14.44
251,10.87,23.04
252,15.92,34.87
256,6.23,37.49
257,20.48,24.41
258,16.78,23.84
259,6.33,36.37
260,20.25,23.44
261,16.87,24.62
262,31.87,31.97
263,15.88,17.82
264,30.65,35.68
265,15.88,21.88
266,2.3,32.08
267,6.39,27.95
268,8.07,37.12
269,37.75,9.22
270,16.65,25.95
271,17.95,25.63
272,21.0,27.32
273,19.47,33.36
274,21.0,28.38
275,3.56,38.13
276,23.38,26.77
277,5.06,31.84
278,13.9,24.49
279,16.56,22.21
280,23.05,38.33
281,18.71,23.36
282,5.5,33.34
283,6.79,29.63
284,38.99,32.45
285,18.11,15.73
286,42.47,2.61
290,19.73,35.19
291,6.11,32.1
292,4.23,28.82
293,0.98,33.94
294,13.54,23.76
295,14.33,26.78
296,3.64,32.24
297,17.47,33.2
298,10.11,30.38
299,15.73,23.17
300,18.64,32.04
301,42.3,33.63
302,9.43,28.41
303,13.92,25.4
304,37.68,17.31
305,4.04,33.4
306,14.3,22.79
307,3.93,8.25
308,5.25,26.02
312,25.92,30.64
313,19.79,26.18
314,37.91,9.72
315,14.51,25.11
319,14.21,22.69
320,14.03,22.11
321,21.92,36.09
322,14.11,0.68
323,3.01,2.71
324,15.47,31.89
327,21.0,25.93
328,12.72,25.47
329,30.73,37.88
330,4.41,33.13
331,45.33,24.89
332,1.48,35.58
333,20.56,19.45
334,45.65,14.27
335,22.36,29.35
336,14.83,16.86
337,16.11,25.27
338,12.54,13.3
339,34.54,27.46
340,2.32,36.79
341,15.7,31.85
342,31.45,19.23
343,32.67,37.5
344,16.42,34.29
348,26.36,35.88
349,1.4,31.92
350,23.21,26.73
351,36.08,27.82
352,13.62,30.69
353,29.42,35.21
354,23.52,31.0
358,44.49,21.73
359,14.89,24.14
360,6.74,10.93
361,32.93,16.79
362,39.23,26.64
363,10.51,27.68
364,18.13,24.97
365,34.33,26.48
366,13.02,36.42
367,19.2,26.58
368,18.84,36.46
369,3.33,35.03
370,38.47,34.27
371,17.53,30.03
372,20.53,23.03
373,9.32,20.33
374,16.02,23.22
375,10.87,2.86
379,40.07,7.34
380,14.6,23.38
381,2.99,11.35
382,3.02,28.18
383,21.43,27.21
384,7.69,27.61
385,13.31,33.49
386,47.62,36.72
387,8.52,24.86
388,14.33,4.16
389,40.3,4.45
390,5.38,37.42
391,40.34,11.07
392,0.52,3.53
393,41.73,36.08
394,15.22,21.92
395,20.19,23.74
396,21.0,38.03
397,9.02,32.19
398,47.69,31.86
399,10.06,30.95
400,11.28,25.38
401,14.38,8.29
402,20.64,22.69
405,34.71,25.7
406,5.21,27.51
407,14.42,33.64
408,20.36,18.87
409,39.41,6.13
410,18.55,23.45
411,8.77,13.71
412,3.23,6.68
413,16.96,25.68
414,10.61,7.46
415,17.95,20.53
416,6.94,12.72
417,16.31,24.93
418,20.06,26.21
419,5.76,11.82
420,15.29,23.98
424,4.59,33.49
425,37.9,29.18
426,17.79,35.58
427,20.52,23.74
428,8.39,33.48
429,35.28,9.45
430,32.31,29.08
431,9.0,24.79
432,13.75,23.22
433,0.57,31.55
434,0.7,39.14
435,8.98,28.52
436,21.0,31.66
439,19.13,17.14
440,15.29,2.97
441,9.04,25.82
442,40.88,24.17
443,9.88,39.71
444,17.3,32.47
445,13.05,22.48
446,10.71,6.39
447,11.61,29.27
448,21.0,27.19
449,21.0,26.01
450,34.11,15.34
451,21.0,30.58
452,37.21,5.48
453,21.0,28.02
454,40.24,30.49
455,4.74,3.4
456,36.96,4.65
457,15.42,25.32
458,8.62,17.62
459,37.68,24.33
460,15.66,32.05
461,13.39,33.1
464,40.42,33.85
465,14.36,12.52
466,10.96,22.54
467,15.5,32.68
470,34.28,38.17
471,20.38,26.54
472,41.8,4.18
473,36.05,11.1
474,13.3,25.71
475,0.44,37.53
476,18.83,15.91
480,18.35,35.78
481,30.13,31.34
482,27.53,12.78
483,21.0,30.46
484,15.52,26.25
485,21.0,34.27
486,17.46,33.1
487,16.23,22.66
488,3.87,5.71
489,21.0,30.41
490,11.9,29.52
491,4.62,34.89
492,3.02,33.22
493,4.2,24.88
494,39.48,10.07
495,33.31,31.28
496,14.21,24.02
497,8.62,37.3
498,30.2,34.25
499,7.25,28.37
500,44.95,7.58
501,3.04,7.28
502,19.93,22.78
503,14.7,34.85
504,32.84,16.71
505,2.14,4.69
506,32.39,5.77
507,29.91,36.2
508,21.0,26.27
509,45.4,8.2
510,35.43,2.61
511,13.69,31.3
512,11.66,2.79
513,14.09,23.93
514,21.0,34.45
515,16.29,24.07
516,10.11,35.69
517,28.13,29.35
518,35.07,24.12
519,10.35,19.95
520,22.43,15.03
521,44.18,21.81
522,3.1,19.8
523,19.53,21.98
527,37.51,18.29
528,28.19,11.58
529,28.06,32.29
530,35.43,25.06
531,2.53,6.82
532,21.0,27.09
533,41.29,25.04
534,1.45,30.44
538,35.49,36.2
542,36.85,32.06
543,35.72,24.06
544,14.97,26.57
545,16.3,17.23
546,10.81,24.67
547,35.86,28.02
548,4.28,8.96
552,19.9,23.37
553,19.41,24.42
554,34.82,36.22
555,20.0,23.59
556,21.64,36.77
559,9.98,5.22
560,38.9,29.95
561,20.49,32.41
562,19.31,22.63
563,18.54,27.1
564,0.71,24.47
567,13.48,18.13
568,42.79,26.34
569,0.56,19.43
573,21.0,28.14
574,12.76,39.84
575,16.14,23.02
576,40.98,17.24
577,8.86,35.91
578,19.92,23.47
579,11.88,26.38
580,23.89,4.53
581,17.22,22.58
582,1.51,37.62
583,24.97,9.27
584,21.0,36.22
585,9.49,22.97
586,36.72,25.36
587,40.18,25.6
588,41.63,37.73
589,2.55,17.52
593,42.32,8.56
594,17.79,23.18
599,10.09,29.61
600,36.16,30.53
601,41.2,8.97
602,13.14,14.01
603,16.7,25.0
604,13.98,31.94
605,8.2,21.95
606,9.3,14.78
607,13.84,16.06
608,12.52,5.7
609,22.84,36.91
610,2.12,11.82
611,5.23,24.33
612,14.18,26.4
613,18.35,38.06
614,34.82,35.46
615,19.22,26.45
616,3.13,13.76
617,21.0,35.84
618,10.57,18.17
619,18.73,34.07
620,14.95,31.55
621,2.04,35.37
622,1.88,36.55
623,46.45,36.5
624,7.71,24.1
625,15.96,35.59
626,5.29,26.82
627,14.14,24.89
628,37.64,7.23
629,7.6,7.28
630,35.43,31.56
631,16.57,30.73
632,3.25,14.11
633,12.69,18.02
636,36.8,35.12
637,31.4,19.66
638,12.44,9.58
639,10.83,1.45
640,1.54,22.65
641,15.52,23.17
642,25.13,29.48
643,17.83,23.85
644,18.04,20.11
645,22.75,34.86
646,21.0,37.75
647,13.99,34.74
648,17.34,24.55
649,34.93,31.95
650,12.0,38.14
651,14.78,25.14
652,31.95,33.37
653,13.78,26.25
654,16.7,24.3
655,38.98,13.16
656,8.68,37.27
657,39.14,8.62
658,4.76,27.5
659,28.84,23.14
660,6.45,28.41
661,43.31,13.79
662,8.4,30.24
663,13.78,21.57
664,9.9,38.15
665,15.79,21.65
666,39.89,34.27
667,17.07,25.26
668,7.27,8.2
669,23.54,33.81
672,9.43,24.97
673,32.77,13.76
674,18.46,23.55
675,7.51,31.49
676,46.36,5.76
677,23.95,36.79
678,21.0,29.94
679,14.8,23.82
680,40.75,23.81
681,21.0,28.62
682,15.59,25.34
683,18.38,36.73
687,3.06,33.75
688,12.95,21.07
689,17.22,20.47
690,20.08,25.46
691,12.25,24.49
692,8.92,25.87
693,40.57,27.52
694,3.6,24.03
695,17.67,23.29
696,14.71,30.93
697,8.66,3.86
698,35.9,20.68
699,29.52,24.79
700,7.04,3.52
701,11.0,25.85
702,8.93,8.35
703,10.09,32.62
704,20.13,26.45
707,17.63,23.17
708,42.98,36.91
709,5.01,7.05
710,21.0,22.69
711,36.36,16.64
712,18.55,25.44
713,0.97,26.26
714,20.44,24.14
715,41.33,32.72
716,18.81,15.71
717,10.86,34.98
718,17.09,15.55
719,5.93,27.18
720,25.9,26.2
721,17.91,21.07
722,11.11,24.82
723,14.28,35.67
724,12.87,24.24
725,12.95,16.71
726,36.52,32.1
727,14.41,21.19
728,12.71,12.7
729,25.03,32.54
730,8.4,12.59
731,3.79,37.36
732,6.73,27.54
733,11.86,36.52
734,9.02,29.66
735,15.87,18.56
736,17.34,38.39
740,21.0,36.9
744,21.0,35.63
745,2.24,7.62
749,14.09,26.43
750,16.83,26.06
751,11.01,35.9
752,10.02,27.2
753,36.09,0.89
754,11.17,15.3
755,34.92,24.29
756,20.5,23.92
757,31.1,34.06
758,38.63,0.66
759,25.18,33.25
760,26.02,34.56
761,21.0,35.79
762,9.74,35.11
763,6.08,25.38
764,9.83,13.86
767,32.83,22.49
768,7.34,32.15
769,19.96,24.49
770,13.71,31.03
771,17.39,16.38
772,21.0,30.83
773,36.06,12.53
774,7.37,27.68
775,10.39,33.05
779,14.99,31.9
780,2.56,35.15
781,10.66,12.11
782,41.53,31.6
783,20.14,17.44
784,17.92,24.12
785,14.43,33.69
786,17.0,19.26
787,12.41,21.53
788,9.97,27.56
789,10.12,25.61
790,3.33,28.34
791,5.39,23.6
792,34.12,30.82
793,0.97,26.61
794,2.61,23.84
795,15.88,6.74
796,17.91,26.01
797,14.88,22.57
798,2.61,29.78
799,27.69,8.3
800,31.93,26.04
801,15.23,17.97
802,18.59,33.69
803,19.73,15.89
804,3.44,13.87
805,40.1,38.25
806,3.5,23.96
807,42.54,34.68
808,16.51,25.25
809,39.35,25.38
810,15.32,3.58
811,11.89,26.86
812,19.39,23.61
813,18.66,32.14
814,12.8,20.22
815,43.52,16.91
816,4.98,25.9
817,42.43,2.42
818,14.38,20.18
819,6.39,0.51
820,10.34,8.44
821,39.56,38.24
822,15.59,19.38
823,15.42,23.25
824,15.48,17.09
825,21.0,26.59
826,17.61,25.03
827,9.4,30.86
828,13.08,35.69
829,12.71,21.02
830,15.79,25.56
831,6.72,23.56
832,19.78,22.75
833,27.31,22.77
834,41.33,28.98
835,42.14,23.62
836,31.9,31.84
837,2.67,34.88
838,14.66,24.02
839,29.21,24.13
840,14.6,20.5
841,11.69,33.08
842,40.94,18.17
843,14.43,24.62
844,16.68,22.19
845,21.0,35.68
846,19.26,3.58
847,37.4,34.94
848,3.69,36.9
849,15.19,31.41
850,12.55,18.96
851,21.0,35.44
852,3.43,29.88
853,16.74,16.6
854,38.83,10.62
855,16.79,30.38
856,13.54,16.01
857,25.35,31.78
861,42.66,33.82
862,6.76,36.36
863,45.97,4.76
864,12.47,26.6
865,25.92,23.12
866,3.81,36.73
867,26.03,25.57
868,31.51,36.88
869,2.4,15.58
870,20.53,36.96
871,44.85,16.19
872,9.8,35.36
873,4.45,13.13
874,12.55,26.77
875,21.0,24.44
876,7.97,25.8
880,41.64,2.42
881,0.92,39.5
882,38.57,29.16
883,22.73,33.71
884,6.09,34.97
885,7.81,25.72
886,14.9,24.78
887,14.93,23.75
888,16.59,36.08
889,6.62,38.42
890,33.06,27.22
891,29.74,25.11
892,12.8,18.38
893,14.51,15.52
894,4.95,38.05
895,25.18,7.81
896,39.41,15.92
897,29.17,36.62
898,19.58,25.02
899,0.01,6.19
900,6.96,16.21
901,0.8,31.07
902,21.0,38.41
903,6.59,37.41
904,19.26,31.79
905,16.16,24.32
906,12.61,33.1
907,18.08,25.94
908,21.96,22.87
909,13.1,15.56
910,37.15,5.04
911,2.77,30.64
912,40.51,8.65
913,0.65,12.32
914,17.9,36.2
915,18.9,25.62
916,3.81,38.55
917,20.38,24.37
920,4.05,26.35
921,22.3,26.41
924,7.79,34.88
925,35.91,26.15
926,4.28,26.41
927,18.54,38.08
928,12.67,16.36
929,37.47,27.01
930,18.12,38.17
931,21.0,32.51
932,39.51,35.19
933,8.25,29.96
934,7.1,36.23
935,21.0,34.89
936,11.43,34.94
937,6.69,28.21
938,39.73,35.06
939,31.64,15.11
940,19.79,10.6
941,33.33,8.55
942,35.23,37.18
945,44.75,17.44
949,1.89,30.04
950,5.91,17.21
951,20.33,22.62
954,14.59,34.34
955,9.7,5.69
959,29.23,37.26
960,8.15,34.14
961,20.21,18.92
962,13.89,21.52
963,19.17,22.38
964,13.87,24.11
965,0.66,7.62
966,23.01,27.94
967,9.77,8.34
968,19.97,33.17
969,22.02,30.91
973,7.4,25.77
974,4.55,31.59
975,20.14,22.8
976,29.66,7.12
977,34.34,7.5
978,19.4,4.43
979,10.78,28.43
980,16.99,23.63
981,22.92,29.55
982,19.84,30.08
983,7.05,27.26
984,42.46,38.48
985,21.0,30.62
986,16.7,37.95
987,19.83,23.8
988,17.06,36.51
989,21.0,25.08
990,17.77,21.21
991,10.22,14.19
992,0.7,6.89
993,36.66,30.76
994,2.97,24.69
995,38.64,3.14
996,23.6,25.53
997,42.23,38.09
998,21.0,25.97
999,32.26,33.36
1000,22.98,32.82
1001,14.85,23.98
1002,45.98,13.98
1003,9.89,34.26
1004,30.07,31.31
1005,14.91,22.26
1006,17.56,26.79
1007,13.01,15.51
1008,20.39,24.11
1009,6.24,35.06
1010,10.2,36.43
1011,37.65,38.49
1012,36.66,29.08
1013,25.95,23.64
1014,18.98,26.15
1015,32.41,3.41
1016,31.83,37.74
1017,14.47,18.32
1018,14.44,24.8
1019,14.32,23.76
1020,17.13,31.07
1021,19.93,37.6
1022,37.36,2.64
1025,10.95,30.62
1026,2.2,24.96
1027,20.52,24.91
1028,35.69,38.11
1032,42.02,2.43
1033,3.21,37.14
1034,12.29,29.06
1035,15.1,23.2
1036,12.98,19.22
1037,26.73,23.01
1038,42.38,6.71
1039,33.05,2.57
1040,35.88,30.45
1041,20.76,22.66
1042,7.56,28.13
1043,23.33,32.66
1044,24.55,28.47
1045,36.0,33.85
1046,7.35,10.42
1047,37.58,4.66
1048,17.59,27.79
1049,32.79,30.12
1050,37.2,23.6
1051,31.56,32.64
1052,4.36,29.25
1053,14.63,30.27
1054,34.38,24.69
1055,32.07,32.15
1056,14.95,24.0
1057,14.16,31.33
1058,13.72,25.51
1059,44.66,33.28
1062,21.0,22.99
1063,2.93,34.24
1064,21.0,29.8
1065,10.12,35.43
1068,22.22,13.19
1069,29.05,26.61
1074,8.09,23.57
1078,5.64,28.67
1079,2.56,28.45
1080,17.98,9.09
1081,1.53,12.0
1082,17.33,28.46
1083,25.13,10.79
1084,41.58,22.84
1085,44.45,7.77
1086,34.57,9.83
1087,19.53,28.24
1088,13.23,22.67
1089,19.42,30.16
1090,11.99,26.47
1091,21.0,31.19
1092,25.42,27.66
1093,3.73,36.3
1094,25.06,23.43
1095,12.14,32.27
1096,14.88,30.32
1097,9.5,38.34
1098,44.54,10.95
1099,37.77,34.88
1102,32.86,30.62
1103,17.79,25.73
1104,29.38,18.12
1105,18.92,15.9
1106,13.07,18.21
1107,27.56,31.82
1108,23.61,31.34
1109,15.86,17.83
1110,23.89,31.23
1111,19.81,20.1
1112,11.61,37.26
1113,15.74,32.77
1114,20.02,22.96
1115,13.26,23.26
1116,15.91,22.92
1117,14.45,22.35
1118,36.34,12.75
1119,14.71,34.08
1123,12.45,7.32
1124,19.35,21.98
1125,20.12,26.16
1126,13.57,24.05
1127,1.41,33.43
1128,3.32,8.99
1129,42.46,13.56
1135,18.53,29.76
1136,21.0,34.21
1137,20.1,22.77
1138,7.46,39.27
1139,3.63,23.53
1140,32.16,31.23
1141,13.85,24.2
1142,14.09,22.19
1143,34.65,35.23
1144,19.6,34.38
1145,33.56,37.47
1146,40.58,15.49
1147,22.45,37.86
1148,36.42,31.04
1149,34.46,11.22
1153,11.72,31.01
1154,14.54,19.64
1155,35.38,12.06
1156,3.51,14.39
1157,35.7,30.75
1158,7.8,39.62
1159,7.18,12.9
1160,25.62,24.17
1161,18.81,18.09
1162,2.73,12.62
1163,31.52,3.81
1164,19.49,18.77
1165,1.2,17.32
1166,42.94,13.47
1167,10.02,26.2
1168,14.33,20.62
1169,21.0,34.26
1170,19.34,30.67
1171,15.58,24.76
1172,21.0,23.24
1173,9.21,36.98
1174,24.76,31.85
1175,10.26,31.15
1176,1.51,31.03
1177,40.43,29.88
1178,43.46,25.93
1179,28.16,37.99
1180,4.07,23.96
1181,21.0,25.15
1182,24.15,36.38
1183,14.11,22.02
1184,23.96,36.64
1185,4.79,33.26
1186,18.05,23.98
1190,2.06,14.82
1191,21.0,27.21
1192,31.98,6.5
1193,36.63,31.23
1194,25.03,31.56
1195,14.13,22.97
1196,13.88,18.12
1197,19.88,25.47
1198,12.05,23.07
1199,13.47,21.19
1200,28.61,34.35
1201,13.25,15.83
1202,0.4,30.47
1203,5.65,15.97
1204,16.27,15.45
1205,25.54,36.06
1206,9.35,33.01
1207,23.4,10.66
1208,37.1,30.4
1209,9.56,9.24
1210,37.18,5.2
1211,14.29,29.55
1212,23.09,30.67
1213,17.99,23.52
1214,33.61,20.43
1215,38.37,30.61
1216,7.16,5.85
1217,28.98,36.13
1218,6.93,22.56
1219,9.11,28.33
1220,17.27,10.71
1221,33.43,29.26
1224,16.12,25.36
1225,38.55,28.24
1226,5.55,13.84
1227,15.23,25.44
1228,32.56,4.02
1229,43.13,34.56
1230,12.92,17.58
1231,39.48,2.74
1232,10.49,30.17
1236,19.64,25.0
1237,41.69,24.31
1238,8.58,35.23
1239,35.05,3.46
1240,18.2,25.97
1241,19.81,6.06
1242,19.3,9.71
1243,9.0,34.76
1244,14.61,24.25
1245,10.68,33.48
1246,11.84,13.76
1247,25.77,19.4
1248,7.29,36.15
1249,17.24,21.28
1250,36.97,33.72
1251,3.68,14.07
1252,15.33,9.21
1253,19.5,22.93
1254,14.11,26.48
1255,19.98,19.4
1256,21.0,34.99
1257,5.94,4.35
1258,40.66,36.47
1259,3.33,33.93
1260,16.95,4.82
1261,10.64,36.12
1262,20.47,21.51
1266,4.97,9.79
1267,15.33,24.75
1271,10.09,5.69
1272,4.4,38.25
1273,11.95,38.05
1274,46.63,25.16
1275,32.33,13.92
1276,15.96,26.59
1277,14.53,31.83
1278,15.79,16.2
1279,15.87,24.6
1280,13.31,21.08
1281,30.06,23.4
1282,14.24,25.72
1283,41.84,8.86
1284,8.48,27.94
1285,19.65,34.3
1286,25.21,24.4
1287,11.96,7.68
1288,32.6,29.56
1291,7.31,30.49
1295,36.16,2.43
1296,5.35,23.16
1297,19.6,36.27
1298,10.75,26.79
1299,0.96,30.75
1300,17.15,16.83
1301,18.49,24.8
1302,28.09,31.35
1303,25.28,31.56
1304,14.88,29.15
1305,19.23,36.97
1308,37.09,12.99
1309,38.96,3.68
1310,15.49,25.38
1311,22.54,37.69
1312,3.27,27.06
1313,21.0,36.02
1314,45.85,14.98
1315,12.59,21.97
1316,15.13,23.76
1317,42.96,8.54
1318,7.8,36.57
1319,13.1,28.67
1320,41.19,34.99
1324,34.18,23.18
1325,1.79,18.62
1326,41.77,30.89
1330,33.72,36.03
1331,38.46,21.03
1332,36.15,29.37
1333,16.72,21.3
1334,19.11,22.7
1335,0.72,19.02
1336,27.28,36.19
1337,33.82,8.39
1338,12.92,24.39
1339,24.05,37.42
1340,30.3,36.21
1341,17.93,26.43
1342,24.4,30.19
1345,17.58,19.52
1346,37.33,8.9
1347,13.1,4.28
1348,18.82,20.42
1349,4.96,38.21
1350,17.88,16.79
1351,2.2,35.83
1352,12.72,24.4
1353,15.01,26.29
1354,18.05,25.83
1355,13.62,25.5
1356,41.78,23.47
1357,36.22,24.59
1358,19.99,22.75
1359,19.54,28.62
1360,28.07,26.2
1361,19.15,23.73
1362,16.61,18.87
1363,28.22,15.39
1364,47.85,18.14
1365,4.9,4.03
1366,16.51,6.47
1367,4.27,38.41
1368,7.66,29.47
1369,11.73,3.23
1370,21.59,16.4
1371,3.45,27.05
1372,45.22,16.66
1373,12.97,24.63
1374,21.0,25.78
1377,17.64,37.7
1378,10.4,11.36
1379,33.27,33.1
1380,21.0,27.49
1381,8.81,27.08
1382,3.57,24.01
1383,11.93,29.7
1384,36.82,34.25
1385,16.21,19.83
1386,20.43,26.13
1387,19.05,16.4
1388,21.0,22.71
1389,12.56,8.85
1390,8.16,39.53
1391,21.0,32.57
1392,13.68,29.14
1393,2.04,6.58
1394,14.64,8.62
1395,28.45,27.14
1396,38.46,36.79
1397,6.43,25.75
1401,13.21,33.59
1402,7.17,26.87
1403,17.95,12.07
1404,15.67,27.4
1405,22.34,33.6
1409,7.56,12.6
1410,12.29,28.25
1411,5.94,33.43
1412,3.23,29.73
1413,43.11,15.78
1414,13.42,24.07
1415,3.17,5.96
1416,14.81,22.97
1417,14.82,16.99
1421,19.29,22.0
1422,24.83,0.38
1423,37.23,28.71
1424,17.95,37.61
1428,2.43,32.19
1429,24.62,1.07
1430,12.87,24.28
1431,21.0,27.49
1434,18.02,20.15
1435,0.66,29.61
1436,17.92,25.22
1437,15.63,25.37
1438,31.4,14.5
1439,19.11,37.39
1440,18.37,18.67
1441,12.74,22.3
1442,8.8,3.46
1443,16.53,17.36
1446,13.44,10.53
1447,18.47,24.41
1448,1.35,28.72
1449,6.85,35.93
1450,7.39,26.5
1451,14.51,22.85
1452,35.07,30.64
1453,14.58,29.05
1454,13.64,23.73
1455,15.49,29.61
1456,13.28,26.71
1457,14.82,38.19
1458,6.59,22.44
1459,40.21,1.52
1460,14.91,10.29
1461,18.17,19.56
1462,28.59,28.97
1463,42.59,32.98
1464,17.6,20.78
1465,20.31,35.53
1466,16.33,23.9
1467,6.68,25.13
1468,4.21,2.09
1472,17.37,28.46
1473,15.08,24.81
1474,31.37,31.14
1478,16.41,29.82
1479,35.89,3.24
1480,14.95,24.55
1481,19.7,12.47
1482,15.82,35.03
1483,21.65,25.77
1484,7.54,18.1
1485,29.43,31.56
1489,3.55,37.47
1490,30.44,31.05
1491,42.47,21.1
1492,21.0,32.18
1493,12.65,23.96
1494,24.41,28.56
1495,12.88,31.24
1496,37.04,24.14
1497,12.23,22.38
1498,45.47,16.06
1499,14.46,12.36
1500,18.43,21.98
1504,18.8,22.47
1505,24.79,31.81
1506,29.72,37.8
1507,45.68,16.4
1508,5.81,33.52
1509,6.61,20.5
1510,34.99,31.32
1511,11.05,25.25
1512,35.36,0.14
1513,13.01,36.8
1514,25.2,31.98
1515,41.35,16.37
1516,16.31,31.5
1517,17.64,16.09
1518,10.23,31.2
1519,15.72,36.21
1520,29.4,25.16
1521,16.26,19.32
1522,18.92,20.58
1523,12.98,22.21
1526,4.3,37.3
1527,14.99,25.64
1528,16.93,35.32
1529,12.78,25.7
1530,11.64,30.57
1534,20.3,19.33
1535,43.46,32.26
1536,27.52,38.3
1537,11.21,32.54
1538,10.23,12.52
1539,7.81,33.28
1540,13.7,37.68
1541,20.44,17.54
1542,29.19,34.85
1543,11.06,28.55
1544,7.25,33.57
1545,8.98,38.36
1546,21.0,28.34
1547,15.23,36.98
1548,11.05,27.77
1549,30.77,28.92
1553,44.51,7.75
1554,21.0,29.38
1555,31.43,24.76
1556,1.09,32.76
1557,8.94,23.99
1558,39.44,28.42
1559,21.0,29.6
1563,32.74,33.37
1564,22.54,29.01
1565,13.44,27.07
1569,44.92,15.31
1570,12.11,5.05
1571,21.0,35.03
1572,5.04,23.41
1573,21.0,29.43
1574,21.0,29.05
1575,13.93,17.87
1576,5.26,34.83
1577,33.16,32.48
1578,38.43,24.76
1579,7.62,29.18
1580,9.61,1.78
1581,13.74,28.83
1582,14.39,22.7
1583,21.0,23.83
1584,12.67,18.48
1585,1.84,13.23
1586,33.06,35.14
1587,16.45,33.54
1588,5.16,29.4
1589,13.56,23.73
1590,19.54,23.01
1591,6.75,27.41
1592,10.0,27.16
1593,14.48,25.02
1594,28.0,5.96
1595,18.82,20.58
1596,32.2,11.74
1597,15.38,22.91
1598,19.3,22.26
1599,10.93,24.53
1600,10.44,25.5
1601,11.32,5.44
1602,15.85,28.61
1603,19.34,25.8
1604,38.29,34.62
1607,7.58,33.03
1608,45.67,11.22
1609,5.32,3.89
1610,16.12,36.58
