quadro,x_cm,y_cm
500,39.69,25.11
507,20.42,21.28
508,45.14,39.42
509,5.52,24.01
510,34.19,19.08
511,6.52,38.11
512,25.76,27.82
513,25.73,36.53
514,39.52,28.9
515,13.46,30.94
516,19.96,3.38
517,16.28,15.67
518,38.53,15.2
519,42.57,36.0
520,20.14,17.31
521,22.54,34.81
522,8.6,12.93
523,23.41,21.04
524,4.88,5.71
525,21.16,25.25
526,40.72,7.21
527,12.36,36.92
531,34.84,36.13
532,35.83,30.39
533,5.11,36.0
534,36.49,23.49
535,18.09,15.76
536,13.23,34.15
537,19.64,31.37
538,26.28,22.15
539,1.76,1.71
540,21.23,22.31
541,39.27,38.49
542,32.25,21.47
543,1.19,10.59
544,16.48,24.02
545,13.63,26.34
546,28.36,33.51
547,1.34,35.91
548,12.19,32.94
549,41.54,28.05
550,3.92,15.24
551,15.21,4.66
552,36.15,17.8
553,32.76,30.98
554,16.36,26.43
555,10.01,31.91
556,22.77,22.43
560,35.58,10.76
561,24.0,27.14
562,29.47,37.91
563,21.36,34.01
564,15.41,26.81
565,34.5,36.57
566,22.63,22.93
567,8.1,29.9
568,6.32,4.47
569,34.84,21.37
570,21.08,22.11
571,10.6,13.27
572,23.03,22.47
573,17.34,14.62
574,1.3,5.48
575,35.29,22.11
576,14.54,18.95
577,9.52,4.12
578,23.02,20.83
579,21.79,29.86
580,19.2,21.24
581,43.35,33.3
582,24.0,34.12
585,44.13,18.46
592,24.0,30.34
593,33.99,27.81
594,2.96,32.75
595,2.4,33.02
596,26.35,36.11
597,11.94,38.48
598,36.07,24.09
599,9.18,33.08
600,2.14,25.37
601,23.66,12.4
602,19.97,24.78
603,24.39,7.72
604,15.93,25.8
605,16.42,21.01
606,30.92,19.83
607,16.63,24.65
608,47.85,11.59
609,5.09,26.48
610,9.62,24.6
611,35.28,6.42
612,20.26,14.85
613,14.47,27.77
614,39.12,21.26
615,20.28,25.26
616,44.7,4.96
617,5.03,20.51
618,8.12,34.27
619,20.82,21.42
625,1.63,14.62
626,0.98,15.44
627,32.78,25.97
628,18.47,19.38
629,0.47,32.13
633,8.64,6.22
634,14.59,25.6
635,44.9,13.31
636,6.92,15.62
637,18.66,20.95
638,24.0,21.54
639,2.5,22.27
640,24.0,22.12
641,5.49,14.01
642,2.82,39.19
643,43.11,10.38
644,27.98,28.25
645,15.58,22.87
646,41.14,32.02
647,25.53,25.66
648,1.51,3.99
649,22.09,20.39
650,13.81,25.65
651,37.87,30.6
652,14.41,37.65
655,18.07,7.42
656,20.5,33.98
657,7.29,27.3
658,41.55,21.43
659,26.62,6.46
660,1.71,33.92
661,2.33,37.61
662,24.0,30.71
663,8.92,34.65
664,39.34,27.21
665,9.74,38.99
666,2.02,37.06
667,13.48,29.04
668,5.0,39.24
671,32.29,36.04
672,3.16,21.85
673,15.89,28.99
674,38.26,22.71
675,1.08,21.62
676,24.0,31.72
677,22.95,20.05
678,2.25,1.78
679,22.52,16.66
680,21.31,2.53
681,37.23,20.48
682,27.08,22.64
683,4.18,6.64
684,40.09,39.56
685,38.76,16.9
688,6.13,5.24
689,27.5,9.27
690,39.31,36.08
691,22.3,38.17
692,17.74,21.31
693,23.28,14.83
694,13.56,3.35
695,40.38,10.62
696,33.38,37.64
697,20.16,20.82
698,16.07,24.75
702,16.16,33.9
703,14.63,38.63
704,34.18,5.29
705,13.3,31.75
706,12.31,27.35
707,29.02,35.17
708,22.98,15.25
709,42.08,35.53
710,12.18,9.55
711,26.51,25.43
712,7.35,23.93
713,9.96,27.11
714,5.57,33.68
715,17.44,31.1
716,20.9,16.62
717,27.94,18.76
718,16.46,32.57
719,21.71,22.93
720,33.3,21.7
724,14.29,35.66
725,29.18,27.75
726,16.59,38.97
727,22.69,20.61
728,41.52,37.52
729,17.26,24.37
730,5.83,32.67
731,18.43,21.35
732,32.29,25.63
733,31.4,7.65
734,8.54,21.87
735,36.9,29.63
736,14.68,35.64
737,41.12,8.54
738,16.41,21.09
739,8.94,5.75
740,31.61,30.73
741,36.23,28.43
742,12.59,9.49
743,32.73,39.09
744,25.39,25.45
745,8.89,39.08
746,23.06,15.75
747,24.0,24.81
748,46.97,25.0
749,18.6,23.01
750,2.54,11.3
751,24.0,35.03
752,22.42,21.83
753,32.0,36.65
754,24.0,30.28
755,31.73,37.23
756,4.15,26.7
757,31.06,35.83
758,22.32,14.67
759,43.0,33.43
760,14.66,16.32
761,17.82,20.49
762,16.03,13.94
763,5.57,37.28
764,44.58,12.12
765,3.69,15.65
766,9.02,29.48
767,16.52,24.83
768,16.35,25.4
769,10.21,3.43
770,26.13,35.83
771,13.55,38.06
772,13.62,29.67
773,25.31,22.15
774,36.14,21.36
775,1.48,12.14
776,18.48,23.12
779,18.78,16.89
780,7.55,13.34
781,13.69,33.72
782,21.67,20.78
783,24.0,22.97
784,21.01,23.06
785,3.47,38.13
786,35.04,12.95
787,19.95,19.86
788,2.76,20.47
789,16.63,14.83
790,14.53,29.82
794,34.49,32.35
795,39.39,6.19
796,18.99,14.36
797,29.77,36.81
798,29.59,6.56
799,3.79,37.4
800,41.85,13.52
801,30.6,34.58
802,15.52,20.97
803,32.08,21.94
804,42.92,34.87
805,20.74,23.35
806,31.8,22.42
812,18.97,38.61
813,15.74,24.86
814,21.61,37.98
815,17.47,23.34
816,17.37,23.24
817,0.48,8.34
818,20.21,2.77
819,41.38,1.1
820,41.99,27.3
821,38.26,4.02
822,40.54,36.78
823,20.33,24.62
824,39.28,21.47
825,38.25,6.71
826,42.02,28.8
827,9.29,1.14
828,19.41,25.45
829,16.08,37.39
830,16.64,2.99
831,8.31,24.41
832,22.24,17.43
833,16.1,25.09
834,15.91,21.39
835,0.63,0.59
836,20.65,24.5
837,18.41,25.0
838,14.49,6.35
839,5.44,22.74
843,2.53,12.05
844,16.85,19.26
845,11.08,27.92
846,29.36,34.28
847,3.4,2.59
848,17.0,24.29
849,7.33,7.95
850,4.23,25.69
851,20.89,22.92
852,45.7,33.33
853,4.23,30.4
854,7.84,2.0
855,20.02,23.35
856,11.3,21.48
857,27.75,29.81
858,20.54,38.59
859,23.18,8.94
860,41.19,21.84
861,15.78,27.21
862,4.16,20.41
863,7.66,29.79
864,26.86,6.71
868,26.33,9.3
869,18.73,22.35
870,19.85,14.3
871,16.66,22.42
872,5.05,35.59
876,2.72,14.49
877,1.6,28.15
878,22.02,30.25
879,16.0,19.01
880,4.05,4.05
881,4.65,7.16
882,5.97,7.87
883,11.71,30.81
884,44.75,11.72
885,4.07,35.19
886,14.56,21.77
887,6.37,30.94
888,23.17,27.74
889,0.64,9.65
890,30.07,36.01
891,37.15,33.75
895,5.81,25.72
896,45.37,9.91
897,16.64,32.14
898,16.31,24.32
899,24.0,32.61
900,21.76,18.17
901,9.71,17.36
902,5.89,11.85
903,26.33,34.63
904,22.61,19.8
905,30.7,5.98
906,20.89,33.46
907,24.0,25.37
908,31.09,16.7
909,34.38,16.9
910,9.21,1.44
911,24.0,21.87
912,24.0,33.74
913,15.25,23.52
917,18.77,18.0
918,26.75,38.74
919,39.79,31.81
920,20.24,27.96
921,16.18,3.36
922,8.52,20.5
923,33.16,21.67
924,11.48,24.41
925,46.23,31.48
926,40.51,25.14
927,40.35,7.88
928,6.26,38.19
929,21.74,21.98
930,40.76,38.03
931,20.99,19.5
932,39.21,13.53
933,16.84,19.39
934,24.0,35.3
935,28.0,28.0
936,6.06,30.89
937,21.34,30.61
938,17.41,20.28
939,9.03,22.49
940,17.89,21.56
941,10.76,15.56
942,17.09,10.62
943,17.13,25.64
944,16.1,2.53
945,18.64,21.69
946,8.97,2.11
947,40.81,36.51
948,14.76,18.67
949,42.11,33.31
950,9.85,22.83
951,22.92,24.03
952,27.15,21.75
953,20.03,21.3
954,47.16,2.26
955,10.5,39.1
956,24.0,26.29
957,15.96,24.72
958,15.02,23.74
959,5.98,36.43
960,13.34,21.56
961,22.12,7.27
962,4.07,5.57
963,31.47,36.41
964,23.59,22.68
965,20.4,8.41
966,34.61,15.03
967,32.2,12.41
968,42.86,32.34
969,0.76,38.97
970,30.03,36.58
971,9.15,31.78
972,17.16,22.21
975,15.32,21.56
976,0.63,16.45
979,19.01,21.65
980,25.15,19.41
981,8.39,24.05
982,15.25,20.23
983,32.34,31.64
984,13.74,34.57
985,25.94,27.07
986,5.32,24.08
987,7.36,32.07
988,21.51,36.85
989,19.07,21.51
990,31.87,27.34
991,16.83,23.83
992,42.84,37.42
993,16.47,18.45
994,40.2,14.31
995,7.21,29.24
996,16.96,21.26
997,7.79,35.82
998,41.7,27.05
1001,25.08,2.42
1002,19.98,21.86
1003,28.01,38.42
1004,19.57,27.21
1005,44.98,25.25
1006,16.57,25.0
1007,1.31,24.2
1008,6.57,35.87
1011,27.63,18.07
1012,3.16,1.94
1013,24.0,34.09
1014,17.3,15.86
1015,28.54,2.51
1016,25.82,31.36
1017,24.0,33.79
1018,24.0,29.57
1019,21.45,8.63
1022,17.97,35.28
1023,17.38,23.87
1024,18.22,23.57
1025,23.0,23.8
1026,23.47,24.94
1027,17.54,21.5
1030,33.35,23.87
1031,4.94,17.34
1032,18.66,23.45
1033,21.22,23.54
1034,43.6,5.96
1038,21.61,2.38
1039,16.58,33.32
1040,17.01,22.37
1041,12.12,23.65
1042,1.57,38.94
1043,19.62,21.05
1044,22.71,25.35
1045,21.83,39.23
1046,34.41,1.95
1047,24.45,11.29
1048,2.85,13.62
1049,15.25,5.38
1050,10.07,7.69
1054,23.13,22.09
1055,15.81,18.24
1056,2.17,25.97
1057,17.74,23.98
1058,8.93,37.16
1059,11.11,14.67
1060,21.7,25.79
1061,41.54,1.17
1062,31.17,23.9
1063,7.99,24.48
1064,19.33,20.06
1068,2.92,2.01
1069,24.0,26.69
1070,1.59,11.15
1071,7.9,28.46
1072,16.04,24.97
1073,19.34,38.2
1074,18.83,24.95
1081,24.77,28.5
1082,28.12,37.4
1083,14.58,22.38
1084,38.28,11.47
1085,41.6,9.74
1086,29.46,12.68
1087,28.65,25.26
1088,12.55,32.27
1089,5.29,29.81
1090,11.32,27.18
1091,23.45,17.32
1092,10.9,38.02
1093,4.5,11.74
1094,9.55,25.73
1095,28.71,38.53
1096,31.04,24.26
1097,16.74,23.07
1098,5.52,16.2
1099,16.9,14.98
1100,24.4,31.56
1101,20.61,26.41
1102,35.44,32.6
1103,0.77,37.85
1104,9.47,24.57
1105,35.1,25.25
1106,1.15,14.12
1107,21.04,20.97
1108,0.65,22.81
1111,24.0,34.54
1112,5.93,6.11
1113,34.53,36.62
1114,15.78,24.2
1115,12.6,1.55
1116,6.89,29.89
1117,30.88,18.0
1118,33.44,35.22
1119,21.95,17.12
1120,37.23,30.02
1121,10.29,33.45
1122,5.38,13.42
1123,23.76,4.24
1124,26.8,35.88
1125,17.18,15.37
1126,18.36,33.78
1127,25.77,32.07
1130,7.11,37.69
1131,17.49,16.57
1132,8.67,21.28
1133,24.0,34.85
1134,15.64,20.95
1135,8.37,11.27
1136,19.96,23.92
1137,25.71,4.46
1138,16.86,24.01
1139,25.77,7.01
1140,14.91,37.63
1141,24.0,27.26
1142,28.22,25.66
1143,11.28,37.34
1144,22.02,23.63
1145,13.39,11.17
1146,30.77,26.95
1147,17.4,23.95
1151,21.03,14.81
1152,19.74,33.88
1153,32.15,24.79
1154,23.59,23.33
1155,14.8,13.86
1156,39.42,23.46
1157,18.91,29.31
1158,37.95,8.04
1159,5.31,35.65
1160,24.0,30.31
1161,16.32,18.83
1162,19.61,21.47
1163,19.82,24.64
1164,43.83,13.03
1165,18.97,23.34
1166,36.36,35.13
1169,38.22,4.58
1170,11.01,31.07
1171,15.12,6.94
1172,15.41,34.67
1173,19.74,22.36
1174,5.68,7.26
1177,30.81,37.02
1178,17.46,32.61
1179,12.84,11.59
1180,14.66,22.81
1184,32.15,31.69
1185,23.57,14.61
1186,14.76,23.26
1187,12.26,32.25
1188,7.68,30.74
1189,34.14,28.0
1190,33.79,7.35
1191,47.36,33.73
1192,24.7,35.47
1193,34.82,25.19
1194,30.85,30.65
1195,18.98,26.69
1196,25.65,3.65
1197,18.18,15.07
1198,11.04,37.11
1199,13.69,26.64
1200,36.36,28.8
1201,22.4,36.69
1202,31.98,35.38
1203,4.27,0.88
1204,12.0,30.85
1205,43.38,6.9
1206,3.47,14.44
1207,8.48,33.02
1208,26.89,16.94
1209,21.83,15.46
1210,6.79,35.64
1211,24.0,22.01
1212,29.24,31.92
1213,18.34,35.61
1214,19.86,36.18
1218,19.6,19.19
1219,12.67,31.06
1220,9.63,22.23
1221,9.54,37.14
1222,26.4,22.84
1223,24.0,25.13
1224,35.79,19.44
1225,9.43,38.26
1226,19.29,25.06
1227,27.52,31.52
1228,22.67,17.32
1229,17.75,31.18
1230,33.53,32.12
1231,17.56,4.02
1232,21.85,33.88
1233,5.16,38.33
1234,24.0,37.57
1235,37.47,17.68
1236,18.35,18.08
1237,15.21,2.88
1238,35.36,2.59
1239,11.32,2.17
1240,22.55,6.26
1243,21.11,20.79
1244,17.91,19.81
1245,23.49,23.17
1246,6.21,32.21
1247,10.96,3.78
1248,46.28,14.21
1249,21.57,28.74
1250,0.96,34.68
1251,35.69,35.86
1252,3.24,12.77
1253,8.96,7.8
1254,3.64,5.81
1257,24.0,33.21
1258,16.69,22.37
1259,40.52,27.09
1260,8.48,35.57
1261,38.2,37.16
1262,25.92,26.58
1263,28.77,7.62
1264,33.82,5.43
1265,33.69,6.95
1266,2.81,30.24
1267,21.3,24.4
1268,35.76,33.83
1269,7.28,3.32
1270,1.46,7.29
1271,13.32,27.51
1272,18.84,26.97
1273,27.98,25.6
1274,17.07,35.19
1275,24.0,23.03
1276,17.25,15.32
1279,28.55,27.04
1280,12.94,29.1
1281,16.95,4.81
1282,42.4,13.94
1283,22.1,13.97
1284,24.0,23.7
1285,19.57,10.67
1286,19.79,9.13
1287,18.2,35.87
1288,2.69,6.95
1289,16.93,36.55
1290,20.04,25.65
1291,29.49,20.66
1292,1.14,31.12
1293,14.87,16.29
1294,25.54,39.19
1295,14.56,23.49
1296,26.0,7.86
1299,24.0,25.82
1300,12.36,29.29
1301,9.0,31.82
1302,9.49,7.71
1303,18.89,34.25
1304,15.73,36.75
1305,10.97,9.92
1306,18.57,30.1
1307,24.0,34.75
1308,41.8,23.57
1309,24.0,23.95
1313,21.85,17.71
1314,20.15,32.12
1315,36.07,18.68
1316,3.86,24.58
1317,17.53,32.55
1318,13.9,31.81
1319,38.02,30.99
1320,46.0,2.11
1321,15.9,23.86
1322,0.57,8.35
1323,1.68,9.85
1324,18.7,6.2
1325,2.34,10.82
1326,24.0,23.2
1327,23.19,4.79
1328,18.75,20.99
1329,30.91,26.77
1332,9.22,21.47
1333,16.85,16.55
1334,24.0,30.65
1337,42.2,27.71
1338,18.2,25.39
1339,29.21,32.59
1340,37.53,38.5
1341,39.93,34.06
1342,41.93,23.95
1343,4.04,24.02
1344,4.51,34.89
1345,21.46,36.87
1346,14.68,19.85
1347,8.72,21.62
1348,5.65,23.93
1349,24.0,26.41
1350,45.07,32.52
1351,4.36,19.36
1352,28.31,37.0
1353,23.07,22.83
1354,6.94,2.3
1355,1.2,19.07
1356,19.17,29.33
1357,19.38,31.76
1358,16.72,26.21
1359,8.85,21.29
1360,20.97,22.94
1361,1.39,5.5
1362,40.88,24.67
1363,13.17,39.08
1364,41.27,29.95
1365,16.23,25.75
1366,16.87,22.58
1367,45.61,8.48
1368,3.11,7.71
1369,16.39,0.36
1370,45.39,33.35
1371,14.77,33.62
1372,1.41,23.27
1373,4.54,31.0
1374,18.84,24.7
1375,16.38,25.58
1376,3.02,39.04
1377,15.96,16.35
1378,28.3,25.36
1379,19.32,24.1
1380,44.7,4.55
1381,37.62,37.35
1382,25.78,34.23
1383,15.56,20.67
1384,24.0,38.44
1385,24.0,36.7
1386,21.52,29.06
1387,43.72,13.23
1388,9.27,24.85
1389,29.28,0.27
1393,31.11,24.93
1394,3.15,24.8
1395,18.9,23.85
1396,46.35,17.48
1397,8.28,11.44
1400,23.17,26.35
1403,10.39,6.27
1404,33.11,37.89
1405,23.59,15.03
1406,11.99,30.94
1407,20.1,15.38
1408,18.84,20.68
1412,5.65,0.85
1413,9.28,23.16
1414,37.13,27.04
1415,10.31,5.34
1416,17.23,25.41
1417,24.0,34.77
1418,19.43,21.34
1419,10.39,16.13
1420,19.86,23.06
1421,12.17,26.04
1422,45.13,34.61
1423,18.06,18.33
1427,23.52,22.0
1428,33.36,26.71
1429,6.49,26.73
1430,6.73,5.42
1431,24.0,32.54
1432,8.15,3.73
1433,24.0,28.57
1434,18.41,36.09
1435,18.55,22.96
1436,5.17,24.17
1437,39.62,27.5
1438,20.07,31.16
1439,33.5,32.34
1440,2.99,31.97
1444,23.42,35.08
1445,5.9,21.6
1446,19.26,19.41
1447,13.62,38.83
1448,39.9,20.91
1449,34.78,10.92
1450,27.92,21.32
1451,34.97,23.41
1452,13.1,35.79
1453,32.86,30.32
1454,15.67,14.92
1455,29.56,21.29
1456,7.96,4.05
1457,21.07,17.01
1458,47.33,9.71
1461,2.93,11.04
1462,14.58,32.16
1463,14.64,20.62
1464,16.07,25.07
1465,24.0,38.64
1466,31.98,28.41
1467,13.84,32.75
1468,34.73,32.21
1472,42.22,18.6
1473,38.81,2.11
1474,21.3,19.3
1475,44.08,5.55
1476,31.68,36.84
1477,24.0,25.44
1478,20.24,10.13
1479,22.55,24.81
1480,12.57,34.38
1481,20.25,21.1
1482,21.39,13.64
1486,24.0,27.88
1489,33.64,29.51
1490,3.36,22.48
1491,19.45,14.9
1492,19.33,15.15
1493,8.66,34.51
1494,28.94,30.02
1495,21.73,35.07
1496,15.87,20.7
1497,38.7,28.39
1498,21.74,36.04
1499,10.73,25.95
1503,18.29,17.51
1504,3.31,3.47
1505,8.66,15.75
1506,17.88,20.69
1507,16.9,20.88
1508,38.56,6.71
1509,3.7,37.89
1510,46.1,30.99
1511,9.43,20.71
1512,8.31,26.42
1513,21.18,25.06
1514,15.14,25.01
1515,45.6,38.37
1516,22.86,21.63
1517,3.62,6.72
1518,22.12,24.57
1521,19.57,14.14
1522,24.0,27.23
1523,14.67,17.03
1524,15.35,18.91
1525,16.44,31.88
1526,20.74,24.74
1527,11.53,29.33
1528,6.86,37.08
1529,3.99,24.97
1530,12.19,34.0
1531,19.81,14.21
1532,18.26,23.19
1533,15.36,22.03
1537,9.39,0.44
1538,17.34,30.95
1539,36.47,35.23
1540,14.79,23.66
1541,27.8,39.2
1542,20.11,17.37
1543,16.2,32.3
1544,34.82,21.47
1547,37.1,22.25
1548,13.25,22.33
1552,27.6,31.17
1556,20.89,20.66
1557,36.47,34.09
1558,43.15,31.26
1559,21.04,21.6
1560,36.42,37.4
1561,19.64,31.89
1562,10.2,26.98
1563,36.79,10.52
1564,12.48,20.65
1568,8.67,30.88
1569,28.53,3.11
1570,34.61,24.83
1571,25.01,36.59
1574,47.45,37.49
1575,8.55,30.36
1576,11.89,29.61
1577,11.25,4.95
1578,1.85,1.01
1579,34.32,4.11
1580,17.01,30.74
1581,16.65,21.37
1582,23.41,36.85
1583,18.86,30.59
1584,28.07,5.91
1585,22.6,20.21
1586,8.13,11.76
