quadro,x_cm,y_cm
235,26.0,37.6
236,8.84,20.12
237,28.74,34.66
238,12.49,34.82
239,2.19,7.85
240,8.73,14.56
241,20.27,26.15
242,14.72,30.68
243,39.78,13.27
244,15.09,17.8
245,29.3,3.43
246,37.15,10.92
247,6.82,5.34
248,21.76,23.1
249,12.78,35.68
250,9.09,6.51
251,1.5,31.08
252,5.82,17.08
253,18.05,26.11
254,11.16,9.56
255,2.31,2.94
256,3.76,24.04
257,26.0,32.94
258,16.14,38.01
259,37.07,29.88
262,38.15,32.81
263,17.05,23.93
264,26.0,29.3
265,18.18,30.4
266,17.3,31.19
267,11.36,5.65
268,35.83,28.62
269,23.02,29.17
270,7.13,28.3
271,32.88,31.59
274,22.3,23.7
275,7.86,11.64
278,15.55,17.75
279,20.78,38.25
280,30.1,25.9
281,4.58,26.59
282,16.51,23.86
283,26.0,36.71
284,41.39,30.6
285,15.54,22.99
286,36.2,22.46
287,8.69,5.12
288,37.27,31.17
291,32.04,30.2
292,19.2,18.1
293,1.72,0.94
294,15.21,31.35
295,29.26,31.22
296,38.5,37.73
297,8.15,27.96
298,3.95,7.89
299,37.99,23.04
300,26.0,37.17
301,36.0,15.32
302,26.0,31.7
303,14.99,31.56
304,16.53,23.26
305,3.95,27.73
306,14.68,8.02
307,26.0,36.41
308,7.8,25.97
309,37.8,37.19
310,22.25,22.73
311,12.4,11.19
312,5.49,30.96
313,26.0,26.43
314,32.56,16.04
318,23.58,26.66
319,19.44,26.33
320,24.9,37.5
321,21.53,25.69
322,22.25,25.5
323,12.59,14.72
324,27.34,30.59
325,6.52,27.02
326,12.01,38.42
327,26.0,37.7
328,8.99,33.03
329,26.0,35.65
330,15.66,26.53
331,12.38,10.97
332,16.57,32.56
333,20.87,26.94
334,15.41,25.97
335,16.71,26.48
336,16.92,32.98
337,32.27,27.3
338,4.45,34.56
339,4.41,29.63
340,37.28,32.23
341,19.57,24.73
342,11.21,32.7
346,22.1,24.79
347,16.56,20.25
348,38.71,33.72
349,35.91,5.25
350,12.5,4.17
351,10.23,38.11
352,31.39,2.12
353,39.53,7.22
354,16.09,31.21
355,26.0,29.09
356,17.34,24.67
357,5.66,34.02
358,37.69,30.98
359,15.08,23.95
360,43.7,20.19
361,47.08,13.05
362,38.13,24.27
363,41.77,26.23
364,19.97,23.91
365,23.96,24.68
366,12.81,31.02
367,20.32,26.25
368,26.0,36.69
369,18.17,23.87
370,21.54,17.85
371,22.15,27.64
372,31.99,37.95
373,7.59,9.96
374,26.72,19.54
375,26.0,34.25
376,31.99,31.71
377,41.25,22.89
380,3.98,31.5
381,13.86,29.03
382,14.58,29.89
385,13.96,30.96
386,6.83,37.73
387,1.76,16.88
388,10.04,29.56
389,31.7,27.4
390,12.67,27.74
391,38.52,26.12
392,25.42,39.4
393,32.72,9.56
394,6.88,35.8
395,26.0,30.34
396,26.0,27.3
397,37.0,4.52
398,42.88,11.57
399,20.93,29.18
400,8.56,34.51
401,42.9,15.27
402,16.51,34.84
403,35.8,7.0
404,4.82,29.76
405,35.37,25.56
406,37.69,9.93
407,8.03,33.38
408,21.13,23.46
409,10.22,30.47
410,38.46,35.31
411,6.21,17.56
412,24.26,26.44
413,9.33,3.93
414,20.05,25.56
415,43.25,19.25
416,22.06,25.47
417,40.65,38.12
418,17.28,26.27
419,26.0,32.98
420,11.42,10.64
421,21.34,34.17
422,36.84,31.24
426,20.37,24.34
429,3.35,36.77
430,8.39,28.13
431,26.0,28.29
434,35.4,6.08
435,9.24,36.14
436,26.0,29.02
439,10.23,26.95
440,26.0,36.61
441,18.7,22.83
442,24.71,26.58
443,18.77,6.85
450,26.0,33.73
451,21.87,30.72
452,13.69,37.85
453,4.53,24.74
454,23.11,26.65
455,34.51,34.42
456,18.32,24.28
457,1.48,6.48
458,32.56,12.72
459,37.15,21.93
460,9.3,34.74
461,23.79,37.43
465,37.23,37.69
468,24.67,22.77
469,27.54,32.18
470,6.67,5.37
471,26.0,35.99
472,24.03,22.37
473,10.62,34.36
474,7.91,2.01
475,19.89,23.88
476,25.42,27.26
477,16.91,16.17
478,31.27,29.57
479,6.32,15.15
480,23.98,36.08
481,39.31,17.33
482,10.23,1.83
483,41.84,35.2
484,8.79,16.8
487,18.22,25.76
488,19.29,8.5
489,11.02,28.61
490,7.57,36.34
491,26.0,24.68
492,11.75,14.82
493,15.23,25.53
494,47.71,27.8
495,18.21,32.91
496,37.88,32.01
497,6.87,29.8
498,12.15,5.91
499,21.18,29.09
500,13.24,33.29
501,36.16,27.34
502,8.45,26.12
503,9.11,37.07
504,12.81,35.28
505,25.39,30.85
506,23.8,22.39
507,45.12,13.82
508,20.59,23.65
509,40.61,14.74
510,23.43,18.68
511,39.52,19.36
512,2.86,31.49
513,33.33,33.33
514,22.77,35.39
515,12.38,27.92
516,20.07,26.44
517,4.27,24.51
518,8.56,18.08
519,8.61,15.77
520,6.89,27.08
521,28.14,12.36
522,38.25,4.85
523,9.02,37.66
526,28.61,15.65
527,9.69,36.84
528,15.21,2.55
529,16.5,25.51
530,5.87,30.88
531,21.76,26.04
532,5.56,6.05
533,26.0,24.82
534,10.58,34.47
535,17.6,22.76
536,12.7,11.4
537,13.4,38.07
538,29.78,37.0
539,22.41,15.74
540,11.77,36.63
541,2.02,29.73
542,35.9,17.02
543,4.72,10.3
544,17.62,23.11
545,19.88,37.9
546,12.04,5.17
547,8.14,10.08
548,6.39,16.7
549,26.0,33.95
550,3.99,23.17
551,17.81,10.11
552,26.0,22.87
553,26.0,24.8
554,11.63,11.0
555,11.73,23.65
556,17.77,12.86
557,6.73,27.75
558,13.33,16.16
559,39.03,25.72
560,26.0,34.8
561,19.92,30.19
562,1.89,38.08
563,7.01,30.82
564,16.89,24.56
565,16.27,26.12
566,11.43,25.94
567,33.25,32.07
568,28.97,39.91
569,12.86,2.17
573,34.71,29.15
574,4.69,17.56
575,36.95,9.8
576,11.41,10.64
577,30.78,24.27
578,12.07,27.76
579,20.4,6.94
580,37.25,9.31
581,26.0,28.18
582,2.11,33.95
583,22.62,17.8
584,4.83,31.28
585,21.55,28.92
586,36.22,37.67
587,33.3,3.32
588,11.81,17.54
589,42.75,23.69
590,33.33,30.99
591,37.33,18.58
592,21.0,31.13
595,26.0,33.06
596,1.57,34.84
597,39.82,36.03
598,17.32,23.68
599,34.76,10.77
600,20.11,33.48
601,4.12,38.31
602,7.58,9.75
603,43.83,3.88
604,12.24,6.56
605,39.24,14.64
606,25.67,22.99
607,3.55,6.76
608,9.8,23.69
609,28.7,12.64
610,10.04,32.35
611,12.18,29.13
612,5.49,14.82
613,12.58,37.33
614,4.03,17.44
615,25.28,37.73
616,36.97,27.12
617,23.76,32.67
621,21.27,26.28
622,7.21,32.78
623,10.92,28.81
624,31.24,29.83
625,41.94,4.51
629,44.35,11.2
630,7.5,25.78
631,16.56,26.33
632,19.38,23.79
633,41.2,21.94
634,28.64,38.03
635,39.89,22.8
636,4.03,3.79
637,23.66,32.29
638,33.98,20.0
639,17.37,32.83
640,4.01,21.81
641,44.59,35.48
642,21.33,25.92
643,15.29,36.38
644,15.04,12.91
645,4.04,24.68
646,4.6,6.62
647,14.19,16.29
648,11.1,12.68
649,5.54,26.27
650,20.26,25.48
651,39.29,25.61
652,26.0,30.69
653,6.49,38.32
654,14.48,23.04
655,34.02,33.19
656,25.49,23.1
657,2.43,4.1
658,15.92,23.71
659,24.6,29.35
660,26.67,28.29
661,37.77,8.49
662,10.99,24.93
663,37.07,38.26
664,10.86,19.6
665,34.91,36.31
666,20.97,24.34
667,44.2,25.73
668,44.77,10.54
669,14.95,28.59
670,18.87,23.22
671,8.17,30.79
672,25.41,22.32
673,8.51,0.14
674,20.0,30.06
675,26.0,35.4
676,22.34,21.34
677,24.39,26.59
678,47.15,27.73
679,15.42,29.61
680,20.15,24.13
681,36.69,28.88
682,18.94,27.65
683,26.0,35.16
684,13.49,12.09
685,18.44,37.31
686,24.35,30.56
687,3.91,12.83
688,2.21,10.2
689,3.31,29.51
690,20.82,32.46
691,26.0,28.39
692,24.19,8.57
693,9.2,31.21
694,39.98,36.54
695,24.19,35.84
696,8.75,31.02
697,18.36,25.28
698,6.03,7.42
699,2.67,28.64
700,17.3,36.06
701,5.47,7.42
702,11.32,9.06
703,11.58,8.27
704,24.03,23.98
705,14.75,33.95
706,10.49,6.0
709,46.97,24.77
710,9.74,13.89
711,22.83,23.79
712,7.56,25.82
713,34.3,25.54
714,8.04,34.57
715,39.34,3.16
716,24.13,25.18
717,2.36,31.46
718,24.38,26.36
722,20.56,33.75
723,30.26,28.6
724,29.81,37.91
725,3.73,33.71
726,22.86,16.87
729,13.77,34.25
730,22.45,22.91
731,21.25,22.7
732,7.52,35.17
738,42.58,12.42
739,34.78,30.67
740,39.84,25.88
741,21.73,30.98
742,2.5,38.49
743,34.2,36.4
744,5.56,9.6
745,41.43,25.57
746,8.77,0.52
747,42.92,3.39
748,17.84,26.1
749,37.88,15.46
750,6.73,13.5
751,26.0,24.47
752,39.95,32.34
753,4.75,34.34
754,40.84,39.36
755,41.88,23.05
761,36.11,36.12
762,38.3,26.75
763,17.09,25.75
764,28.21,29.83
765,13.48,5.8
766,26.0,26.1
770,7.57,10.02
771,5.21,9.67
774,3.31,35.59
775,41.84,11.65
776,17.97,23.82
777,25.12,23.07
778,12.24,3.35
779,28.4,22.56
780,9.02,4.59
781,30.28,34.33
782,21.66,24.52
783,1.95,11.27
784,25.56,32.01
785,2.22,2.63
786,2.19,15.3
787,31.97,35.61
788,42.15,16.77
789,11.73,23.81
792,14.51,29.96
793,21.54,24.3
794,25.37,24.8
795,20.94,34.28
796,43.87,25.58
800,41.44,25.16
801,36.98,34.72
802,16.59,22.41
803,1.41,13.08
804,37.72,33.02
805,46.3,12.8
806,31.12,3.29
809,31.8,14.19
810,14.43,0.7
811,32.08,36.55
812,18.03,25.2
813,13.6,13.76
814,25.44,31.94
815,28.88,22.68
816,24.79,26.38
817,11.25,10.48
818,30.59,24.32
819,37.5,13.22
820,19.17,26.54
821,36.69,33.01
822,33.29,2.63
823,14.27,36.72
824,7.06,10.63
825,26.0,36.33
826,19.44,4.02
827,24.77,21.55
828,26.0,30.65
829,26.0,24.06
830,37.5,5.43
831,26.0,35.02
835,35.87,35.72
836,18.47,22.27
837,40.39,26.34
838,37.76,29.23
839,11.49,4.05
840,37.57,31.64
841,10.54,10.04
842,23.44,26.19
845,17.42,30.72
846,13.51,21.79
847,47.65,17.83
848,8.03,7.45
849,16.37,22.42
850,8.63,17.35
851,36.43,35.61
852,6.69,30.47
853,29.8,36.07
857,3.34,28.54
858,2.33,29.49
859,19.91,22.56
860,10.57,32.23
861,43.72,5.34
862,40.87,9.8
863,35.18,21.31
864,27.49,30.29
865,32.5,15.33
866,6.36,14.86
867,12.85,23.4
868,1.75,17.52
869,22.46,22.59
870,5.39,27.88
871,40.66,31.68
872,26.0,32.65
873,12.63,36.84
874,22.77,23.32
875,34.29,2.93
876,18.4,23.9
877,14.79,23.44
878,26.0,25.94
879,44.16,24.86
880,4.22,15.19
881,21.66,36.7
882,8.03,7.04
883,5.32,35.85
884,20.49,26.01
885,20.34,24.99
886,18.25,36.7
887,7.65,34.9
888,19.44,28.88
889,12.65,32.7
890,21.07,26.5
891,32.94,35.9
892,19.52,1.24
893,22.06,28.71
894,20.18,22.48
895,22.08,32.49
896,41.57,13.75
900,6.62,2.31
901,37.56,36.25
902,26.0,34.85
903,2.57,28.78
904,16.43,26.55
905,40.58,27.88
906,25.41,21.86
907,24.75,24.26
908,35.83,11.81
909,30.31,33.7
910,37.35,12.2
911,17.38,24.49
912,20.36,31.82
913,23.31,38.49
914,6.14,37.35
915,9.42,38.59
916,15.91,29.18
917,22.11,30.63
918,11.45,33.33
919,13.1,9.64
920,25.35,31.91
921,4.28,34.37
922,11.49,5.38
923,15.75,13.6
924,37.74,17.11
925,20.63,35.12
926,23.27,20.3
927,10.38,28.1
928,3.82,2.45
929,26.0,26.49
930,18.78,26.59
931,22.22,29.46
932,15.89,31.24
933,17.63,19.06
934,18.96,20.5
935,7.81,21.68
936,28.21,23.17
937,32.84,10.0
938,30.34,26.6
939,42.5,24.94
940,16.01,25.33
941,6.68,23.74
947,41.39,27.39
948,42.1,27.92
949,30.79,30.58
950,39.34,30.83
951,43.01,12.14
952,21.06,19.93
953,14.95,33.36
956,2.94,9.11
957,28.99,25.44
958,7.55,29.94
959,33.55,37.51
960,39.88,32.05
961,13.45,7.04
962,41.37,19.47
963,17.51,36.01
964,6.13,24.69
965,32.71,24.42
966,17.09,26.01
967,10.92,33.9
968,11.07,2.37
971,16.47,23.73
972,22.5,19.64
973,25.51,35.94
974,36.54,3.49
977,19.12,23.24
978,19.09,26.07
979,16.66,18.94
980,18.33,15.6
981,24.11,23.49
982,45.89,16.94
983,9.05,11.27
984,24.98,20.65
985,17.14,25.16
986,17.55,33.56
987,2.9,22.82
988,21.38,29.84
989,16.61,24.25
990,40.56,4.38
991,24.1,25.32
992,17.6,22.75
993,31.57,4.98
994,5.45,2.22
995,25.27,24.49
996,7.9,33.16
997,32.29,25.77
998,16.95,28.24
999,35.66,20.96
1000,27.49,10.14
1001,6.56,23.36
1002,21.11,8.63
1003,26.0,24.91
1004,1.75,12.17
1005,5.77,25.3
1006,5.73,3.26
1007,18.88,25.71
1008,13.63,35.74
1009,43.58,15.24
1010,17.5,22.31
1011,5.76,9.44
1012,21.53,31.65
1013,32.5,4.48
1014,6.76,18.73
1015,24.22,33.55
1016,1.71,6.47
1017,38.69,30.25
1018,14.79,26.53
1019,36.41,25.27
1020,41.37,24.01
1021,8.58,26.53
1022,43.99,22.51
1023,26.0,25.46
1024,39.3,5.59
1025,34.9,35.82
1026,10.54,16.91
1027,2.23,31.59
1028,46.43,3.33
1029,43.33,35.74
1030,7.53,20.52
1031,10.24,34.75
1032,12.37,16.0
1033,26.0,22.98
1034,18.83,9.2
1035,5.65,26.01
1036,22.06,25.88
1037,13.36,7.91
1038,21.51,16.97
1039,22.45,11.45
1040,43.45,19.57
1041,23.8,10.18
1042,26.0,27.75
1043,28.63,25.89
1044,10.65,29.36
1045,26.0,26.5
1046,3.85,28.32
1049,42.41,11.2
1050,17.59,35.93
1054,24.0,22.95
1055,37.25,23.58
1056,4.73,30.0
1057,21.54,25.98
1058,12.33,27.27
1059,19.86,26.51
1060,2.73,9.17
1061,26.0,22.7
1065,26.0,31.51
1066,28.34,28.9
1067,13.98,20.25
1068,21.3,15.88
1069,27.59,27.25
1070,7.62,28.08
1071,17.7,25.67
1072,19.83,15.89
1073,13.83,32.43
1074,26.0,29.66
1078,5.2,4.97
1079,23.81,34.34
1080,24.56,33.2
1081,37.85,29.48
1082,3.04,7.06
1083,36.63,28.38
1086,16.9,24.02
1087,20.02,24.16
1088,26.0,26.85
1089,2.74,25.4
1090,8.85,31.09
1091,25.34,26.09
1092,25.13,37.51
1093,14.46,22.86
1094,36.76,31.51
1095,18.33,22.66
1096,21.22,29.88
1097,23.41,25.96
1098,32.29,26.4
1099,45.18,10.83
1100,39.42,20.5
1101,33.7,21.15
1102,18.92,23.41
1103,12.91,32.48
1104,9.01,7.74
1105,26.0,32.17
1106,28.03,4.2
1107,11.05,29.66
1108,6.58,17.26
1109,35.89,10.76
1110,13.38,6.71
1111,24.5,23.18
1112,14.29,22.4
1113,34.64,35.34
1114,21.55,25.2
1115,26.0,32.49
1116,25.22,24.77
1117,34.6,4.54
1118,10.64,31.02
1119,10.33,27.32
1120,29.11,24.94
1121,8.21,14.65
1122,16.53,23.25
1123,5.0,8.61
1124,29.95,9.94
1127,4.96,36.88
1128,3.07,5.36
1129,2.39,5.21
1130,37.83,19.22
1131,36.99,34.77
1132,13.6,24.74
1133,9.0,2.41
1134,13.53,36.14
1135,33.14,19.95
1136,24.65,20.05
1137,21.81,23.28
1138,33.44,32.62
1139,16.24,30.15
1140,42.23,12.43
1141,32.94,23.96
1142,4.01,24.67
1146,14.1,27.45
1147,18.55,33.25
1148,22.09,37.39
1149,6.5,3.53
1150,35.74,20.94
1151,33.62,34.42
1152,36.57,26.74
1153,28.23,12.05
1154,13.45,22.93
1155,26.0,23.48
1156,15.48,37.67
1159,26.0,32.83
1160,26.0,32.47
1161,20.43,31.29
1162,4.97,28.67
1163,23.24,23.16
1164,38.36,4.72
1165,41.45,2.94
1166,14.17,37.5
1167,16.34,35.33
1168,21.02,26.23
1169,12.54,31.84
1170,24.45,33.18
1171,19.53,23.76
1172,17.27,19.88
1173,9.58,38.2
1174,14.99,32.36
1175,20.8,17.86
1178,7.62,5.12
1179,6.49,25.47
1180,1.43,6.03
1181,31.59,34.23
1182,6.13,2.09
1183,36.51,6.44
1184,28.47,22.0
1185,18.43,22.85
1186,1.61,28.82
1187,27.48,24.63
1191,2.62,4.56
1192,26.0,35.04
1193,34.17,24.29
1194,21.28,21.61
1195,14.38,5.26
1196,9.26,17.04
1197,17.39,22.81
1198,15.74,25.03
1199,13.58,30.89
1200,22.21,32.47
1201,41.84,35.39
1202,26.0,36.74
1203,10.69,12.49
1204,26.0,23.32
1205,41.59,7.94
1206,26.0,37.16
1207,33.8,23.37
1208,38.87,28.96
1209,19.74,31.15
1210,21.14,25.21
1211,45.01,8.4
1212,42.87,28.22
1213,37.81,14.32
1214,16.06,37.12
1215,35.86,33.13
1216,4.03,27.78
1217,26.0,37.5
1218,5.76,8.16
1219,41.29,12.78
1223,40.2,4.07
1224,1.85,5.69
1225,26.0,31.71
1226,16.77,24.91
1227,8.85,5.11
1228,12.03,30.51
1229,5.04,38.26
1230,8.81,16.71
1231,18.63,31.23
1234,16.93,25.91
1235,38.34,8.5
1236,43.2,27.3
1237,13.34,7.03
1241,36.01,28.47
1242,20.0,28.01
1243,26.11,4.03
1244,7.87,31.53
1245,39.66,35.35
1246,31.32,20.4
1247,20.61,35.49
1248,26.0,38.35
1249,41.28,10.54
1250,2.65,8.65
1251,6.54,36.24
1252,37.26,1.05
1253,19.88,26.49
1254,14.09,27.39
1255,5.48,37.54
1256,3.03,35.75
1257,26.0,37.68
1258,30.99,34.05
1259,38.38,28.42
1260,22.2,22.53
1261,46.66,26.7
1262,16.76,34.75
1263,2.94,29.96
1264,27.46,27.69
1265,17.87,22.3
1266,22.85,25.54
1267,28.29,18.97
1268,22.48,6.61
1269,30.64,9.52
1270,34.14,20.45
1271,37.41,32.11
1272,40.65,9.93
1273,11.2,22.77
1274,18.03,25.24
1275,9.64,33.76
1276,5.78,28.32
1280,15.26,33.18
1281,21.63,16.44
1282,33.38,28.96
1283,26.0,26.24
1284,13.07,27.11
1285,1.82,28.52
1286,15.74,19.34
1287,40.41,10.12
1288,10.7,13.56
1289,45.52,3.13
1290,13.71,38.33
1291,26.0,31.03
1292,15.58,24.5
1293,5.36,37.45
1294,39.84,5.6
1295,22.02,30.73
1296,41.93,15.44
1297,3.51,38.04
1298,18.45,35.29
1299,26.1,20.01
1300,40.04,19.66
1301,7.94,9.58
1302,41.2,24.19
1303,39.44,36.29
1304,38.98,18.54
1305,30.98,22.75
1306,12.79,7.87
1307,6.48,23.54
1308,47.42,7.54
1309,39.82,10.16
1310,19.58,24.65
1311,13.15,31.64
1312,23.42,23.58
1313,22.33,22.93
1314,12.21,38.57
1317,25.16,29.39
1318,5.52,8.84
1319,17.42,28.01
1320,44.5,34.59
1321,10.66,6.8
1322,6.03,37.88
1323,43.37,5.83
1324,4.38,35.78
1325,39.91,33.51
1326,17.23,23.23
1327,3.1,32.89
1328,20.17,25.55
1329,33.04,5.4
1332,37.73,11.22
1333,15.19,26.51
1334,27.96,38.34
1335,26.0,23.97
1336,3.68,3.2
1337,7.31,6.2
1338,30.17,11.18
1339,7.24,14.02
1340,30.24,12.33
1341,21.79,14.65
1342,26.0,32.72
1343,21.52,20.61
1344,8.96,26.3
1345,28.72,32.76
1346,42.47,5.13
1347,6.86,30.41
1348,17.43,3.31
1349,16.61,23.06
1350,15.39,33.22
1351,5.91,32.83
1352,24.74,23.81
1353,34.26,26.07
1354,7.27,35.18
1355,23.71,15.73
1356,15.01,32.84
1357,38.5,37.76
1358,26.0,27.89
1359,13.56,11.25
1360,35.54,38.2
1361,18.52,27.73
1365,23.03,37.37
1366,47.07,6.81
1367,3.04,12.88
1368,18.63,22.96
1369,22.14,1.23
1370,6.6,2.04
1371,20.05,22.58
1372,35.56,0.69
1373,26.0,25.49
1374,25.56,37.48
1375,5.66,37.29
1376,2.19,24.59
1377,31.43,28.07
1378,8.58,28.36
1379,17.48,35.85
1380,1.42,25.36
1381,13.46,10.15
1382,25.11,21.2
1383,22.84,24.4
1384,19.3,35.33
1385,5.45,15.16
1386,36.52,37.34
1387,39.04,38.42
1388,24.31,23.11
1389,3.74,17.57
1390,13.07,13.53
1391,6.65,14.7
1392,26.0,22.69
1393,17.3,28.03
1394,2.95,12.2
1395,41.66,33.4
1396,41.06,7.78
1397,27.1,33.38
1398,23.07,23.28
1399,41.73,19.71
1400,9.46,27.45
1401,8.1,24.16
1402,13.4,33.53
1403,32.11,27.01
1404,19.47,23.2
1405,28.8,26.83
1406,24.32,38.47
1407,23.04,35.82
1408,17.13,1.91
1409,44.6,6.81
1410,43.39,6.27
1411,17.54,15.81
1412,21.66,24.96
1413,14.98,24.53
1414,4.61,10.6
1415,19.15,36.95
1416,21.52,17.91
1417,35.0,5.78
1418,13.01,16.34
1419,29.2,32.01
1420,38.7,38.08
1421,39.12,22.93
1422,3.58,29.4
1423,36.12,23.78
1424,13.53,12.41
1425,19.65,10.42
1426,13.87,27.08
1427,26.0,24.65
1428,28.55,38.14
1429,9.5,29.97
1430,21.68,16.65
1431,43.67,23.67
1434,30.44,27.11
1435,16.79,25.33
1436,9.48,11.89
1437,37.54,31.49
1441,39.94,36.68
1442,20.72,19.76
1443,39.04,8.8
1444,10.55,4.99
1445,10.67,13.25
1446,26.0,30.22
1447,0.95,23.36
1448,10.77,24.16
1449,11.13,31.65
1450,36.24,11.87
1451,27.3,33.47
1452,31.17,11.08
1453,26.0,34.11
1454,1.31,20.8
1455,22.57,6.88
1456,31.73,25.46
1457,6.05,2.82
1458,12.36,2.15
1459,23.1,24.89
1460,22.01,16.56
1461,24.17,18.68
1462,42.81,33.73
1465,32.43,33.73
1466,4.07,30.58
1467,13.68,25.2
1468,33.36,10.48
1471,26.0,30.31
1472,17.86,35.02
1473,8.9,28.82
1474,4.11,13.21
1475,16.75,12.15
1476,33.79,8.12
1477,17.33,30.01
1478,7.97,32.87
1479,19.51,18.48
1480,20.52,23.95
1481,38.8,19.62
1482,28.88,20.58
1485,44.47,36.3
1489,35.53,9.07
1490,29.67,28.42
1491,8.25,34.01
1492,40.13,9.36
1493,24.83,17.86
1494,12.74,26.97
1495,25.5,26.68
1496,11.03,3.34
1497,23.65,24.74
1498,19.69,23.69
1499,3.81,31.44
1500,26.0,25.24
1501,24.94,7.14
1504,22.78,28.15
1505,18.1,26.92
1506,21.98,26.83
1507,18.15,39.89
1508,2.25,35.05
1509,43.04,28.71
1510,2.3,23.87
1511,42.22,36.7
1512,37.9,35.24
1513,20.58,24.94
1514,36.4,16.86
1515,24.4,28.01
1516,20.16,33.3
1517,7.05,32.73
1518,43.23,6.15
1519,14.69,26.09
1520,14.22,37.37
1521,10.91,32.36
1522,23.57,30.71
1523,24.68,31.52
1524,13.96,28.19
1525,36.91,23.7
1526,10.83,14.51
1527,16.43,26.79
1528,23.76,24.83
1529,28.93,36.13
1532,7.12,33.67
1533,28.21,31.47
1534,8.06,34.51
1535,4.03,30.89
1536,9.19,3.82
1537,9.96,25.87
1538,5.2,7.58
1539,16.81,21.52
1540,31.11,26.85
1541,42.85,36.53
1542,42.06,26.14
1543,29.5,25.53
1544,21.3,33.57
1545,15.99,34.39
1546,35.24,36.11
1547,14.04,26.63
1548,35.83,6.99
1549,13.66,27.18
1550,18.33,17.28
1551,26.0,31.44
1552,33.99,29.57
1553,21.86,24.5
1554,33.37,27.99
1555,6.08,4.83
1556,35.33,25.95
