quadro,x_cm,y_cm
192,16.62,26.62
193,15.49,11.86
194,34.16,19.97
195,5.41,35.24
196,24.0,34.44
197,23.59,34.11
198,12.65,24.61
199,16.49,29.95
200,17.62,26.66
201,17.39,21.37
202,16.23,23.85
203,17.85,18.76
204,3.56,27.68
205,18.71,21.75
206,11.34,20.32
207,17.76,22.2
208,16.01,35.4
209,4.48,30.66
210,21.49,34.22
211,37.06,37.39
212,7.1,4.84
213,44.29,6.54
214,22.81,36.26
218,42.35,31.8
219,41.57,2.86
220,11.81,37.46
221,21.62,24.79
222,16.06,18.15
223,27.32,34.25
224,22.34,32.4
225,30.48,30.17
226,7.42,37.54
227,24.0,34.8
228,22.8,27.21
229,35.01,23.19
230,21.57,22.62
231,46.13,23.76
232,5.69,23.96
233,16.01,28.1
234,18.28,26.34
235,22.6,27.99
236,22.53,19.16
237,46.17,10.68
238,10.26,31.24
239,15.86,27.03
240,22.76,37.9
241,45.31,17.44
242,24.0,24.55
243,17.34,37.32
250,13.18,16.53
255,20.57,17.78
256,32.09,36.05
257,19.87,26.79
258,18.23,17.53
259,3.66,25.21
260,15.41,21.22
261,44.95,20.4
262,44.44,15.29
263,24.0,33.98
264,24.0,37.81
265,34.79,6.98
266,12.17,27.2
267,15.99,27.19
268,12.69,2.31
269,21.07,26.91
270,18.68,20.62
275,15.88,21.2
276,19.44,26.87
277,4.98,31.49
278,21.33,24.55
279,8.9,25.86
280,35.6,10.52
281,45.89,15.79
282,37.91,34.49
283,20.67,26.99
284,15.95,15.92
285,35.85,5.62
286,40.32,2.49
287,12.78,28.91
288,41.83,25.11
289,9.24,30.46
290,4.99,28.99
291,6.63,7.59
292,8.73,28.79
293,2.0,35.01
294,30.61,5.01
295,24.0,27.47
296,19.04,23.34
297,7.59,12.68
298,24.0,30.36
299,19.8,21.5
300,19.87,21.12
301,3.67,26.45
302,9.64,25.72
305,45.26,13.29
306,24.0,31.41
307,17.24,25.51
311,31.34,4.42
312,17.61,26.38
313,32.53,5.04
314,21.49,28.47
315,17.73,27.33
316,16.4,26.11
317,0.72,9.62
318,21.63,22.84
319,17.8,20.63
320,15.49,24.23
321,9.0,25.48
322,40.08,37.5
323,11.88,34.6
327,44.09,14.45
328,6.19,32.23
329,18.05,26.16
330,15.74,33.61
331,24.0,31.47
332,18.57,35.96
333,44.97,30.72
334,13.61,33.15
335,24.0,33.82
336,3.71,15.67
337,5.34,7.01
338,24.0,25.14
339,20.37,36.57
340,18.26,24.74
341,19.94,31.85
342,20.63,25.21
343,10.41,34.59
344,20.46,24.53
345,10.48,34.69
346,24.0,38.43
347,16.87,20.86
348,13.29,37.01
349,15.45,28.97
350,24.0,28.2
351,7.15,31.59
352,17.89,37.55
353,16.52,2.27
354,10.12,5.6
355,2.5,31.86
356,24.0,31.24
357,1.56,3.39
358,19.15,36.95
359,24.0,24.9
360,16.45,25.49
361,10.05,22.91
362,4.34,5.93
363,24.09,18.67
364,38.7,15.29
365,12.77,2.61
366,19.11,29.65
370,3.17,32.49
371,3.88,7.65
372,4.37,27.24
373,17.92,21.1
374,33.59,9.77
375,14.49,24.52
376,2.32,34.68
377,20.87,26.35
378,2.48,30.93
379,20.75,31.7
380,36.8,9.84
381,6.85,35.12
382,17.44,29.6
383,19.73,34.22
384,21.3,24.89
385,23.22,32.74
386,21.92,22.51
387,11.41,3.23
388,24.0,34.9
389,35.76,5.5
390,15.58,26.53
391,17.32,22.26
392,3.61,4.37
393,15.9,27.07
394,40.26,32.33
395,16.1,18.0
396,17.38,29.59
397,24.0,37.28
398,28.13,1.98
399,36.89,37.44
400,22.8,33.15
401,24.77,29.83
402,16.37,35.11
403,36.47,39.16
404,20.51,24.21
405,19.0,24.6
406,21.92,27.5
409,20.41,26.45
410,19.77,20.88
411,2.48,20.66
412,36.4,22.73
413,45.17,32.16
414,45.0,13.47
415,22.18,27.37
416,18.48,25.14
417,40.47,13.9
418,7.13,37.88
419,23.27,22.75
420,20.76,32.93
421,16.37,24.87
422,24.0,27.18
423,11.53,7.15
424,29.55,29.68
425,21.15,7.81
426,42.2,5.78
427,9.25,38.55
428,20.02,28.72
429,13.98,34.46
430,17.56,20.37
431,18.85,25.94
435,14.26,31.04
436,0.8,8.17
437,16.07,27.7
438,33.64,35.6
439,1.98,36.7
440,19.66,25.75
441,8.27,26.5
442,9.84,32.42
443,12.81,12.46
444,12.16,36.33
445,11.04,10.07
446,38.0,38.25
449,32.14,16.12
450,11.49,27.36
451,6.21,36.01
452,16.02,21.06
453,18.22,25.9
454,31.31,6.78
455,12.35,28.17
456,34.14,15.33
459,27.4,26.3
460,18.78,18.79
461,13.89,30.71
462,39.17,35.73
463,22.52,25.39
464,45.75,2.74
465,17.86,18.32
466,6.31,36.71
467,17.7,35.22
468,7.39,36.05
469,24.0,34.22
470,36.4,9.67
471,18.57,19.85
472,3.64,35.16
473,18.06,18.17
474,11.63,15.38
475,4.28,36.09
476,16.89,25.93
477,24.0,37.89
478,20.56,20.85
479,16.35,18.95
480,47.13,22.56
481,21.21,21.3
482,32.57,27.71
483,1.52,19.94
484,18.81,27.14
485,19.24,23.24
486,20.87,19.25
487,7.45,33.66
488,27.36,34.5
489,37.02,31.02
490,39.31,27.8
491,14.94,32.44
492,17.11,19.56
495,20.77,12.49
496,24.0,29.03
500,25.43,37.14
501,18.17,18.69
502,5.15,6.02
503,9.26,28.03
504,16.61,25.86
505,24.0,28.2
506,8.85,20.61
507,15.11,34.5
508,12.38,36.79
509,22.99,25.2
510,24.0,25.19
511,10.8,11.98
512,15.99,27.55
513,7.39,6.61
514,26.34,14.29
515,20.5,32.99
516,29.41,35.06
517,24.0,27.77
518,17.92,25.13
519,15.62,25.04
523,22.78,26.44
524,9.16,36.81
528,39.02,26.98
529,43.02,27.83
530,17.39,26.07
531,15.53,38.12
532,18.16,26.02
533,15.71,19.74
534,11.88,12.75
537,2.55,38.31
538,7.86,8.49
539,18.45,25.92
540,20.21,12.05
541,18.84,21.81
542,6.62,39.98
543,47.91,13.77
544,36.79,35.95
545,21.52,24.26
546,3.67,4.94
547,12.58,9.26
548,24.0,30.44
549,23.27,22.41
550,22.97,23.26
551,24.0,36.59
552,23.06,26.49
553,40.88,15.65
554,14.64,27.18
555,22.12,2.3
556,45.45,24.74
559,10.02,25.83
563,22.67,35.6
564,15.95,31.3
565,44.82,8.33
566,17.73,20.12
567,16.47,20.23
568,2.92,16.68
569,22.29,24.38
570,11.25,12.57
574,16.62,33.32
577,17.12,19.59
578,28.36,30.38
579,24.0,26.66
580,14.77,37.84
584,19.32,23.16
585,45.93,3.41
586,19.21,23.8
587,30.82,23.02
588,39.75,12.08
589,19.12,36.48
590,36.91,39.03
591,16.15,29.06
592,41.35,2.91
593,8.86,35.29
594,25.28,3.29
597,21.07,34.25
598,20.88,32.72
602,21.71,25.06
603,36.66,9.77
604,45.65,3.44
605,14.36,5.74
606,15.23,29.88
607,19.29,15.13
608,42.8,40.0
609,21.15,34.3
610,40.64,24.96
611,21.78,29.94
612,25.42,16.97
613,19.33,26.96
616,4.35,20.43
617,21.93,36.76
618,38.0,31.35
619,24.0,31.02
620,38.94,31.54
621,11.34,30.83
622,18.06,19.02
623,45.43,30.17
624,37.33,29.36
625,18.29,27.76
626,35.34,9.4
629,20.24,24.63
630,4.92,8.67
631,5.89,36.26
632,16.35,21.45
633,23.46,32.74
634,4.4,33.45
635,24.0,36.62
636,16.7,20.05
639,6.41,29.61
640,45.72,24.84
641,3.4,9.85
642,8.58,26.93
643,2.14,37.72
644,46.29,5.22
645,4.94,37.64
646,24.0,31.46
647,34.19,34.14
648,3.13,28.21
649,8.83,27.94
650,7.89,29.36
651,17.0,22.9
652,24.0,35.36
653,38.91,6.2
654,15.32,36.55
655,19.79,23.67
656,22.99,33.43
657,19.45,26.33
658,19.48,0.6
659,17.18,26.64
660,7.61,32.5
661,12.06,31.9
662,41.69,4.21
663,22.66,16.15
664,17.06,20.6
665,16.43,17.77
666,24.0,37.17
667,16.86,31.47
668,24.0,25.79
669,34.98,2.6
670,3.9,35.55
671,16.72,37.92
672,40.37,7.35
676,42.84,12.67
677,3.39,19.71
678,17.02,25.16
681,40.25,24.73
682,9.37,26.26
683,36.67,14.84
687,22.34,24.36
688,24.0,30.43
689,8.41,4.93
690,20.68,19.78
691,18.59,30.39
692,16.38,25.68
693,26.94,26.44
694,35.79,16.0
695,18.18,24.95
696,22.64,25.26
697,17.31,39.84
698,44.33,37.82
699,17.58,25.08
700,38.37,36.26
701,15.61,25.75
702,24.0,28.25
703,3.5,37.6
704,21.65,25.69
705,23.31,30.24
706,7.92,2.64
707,24.0,33.82
708,11.05,24.72
709,32.47,13.54
710,18.99,27.55
714,22.21,26.57
715,22.72,27.38
716,18.12,20.71
717,17.08,19.43
718,26.54,33.41
719,1.51,31.32
720,7.0,12.34
721,19.73,24.44
722,24.0,27.71
723,1.51,29.26
724,41.28,36.64
725,41.8,17.93
726,44.02,8.66
727,28.25,2.78
728,21.54,25.88
729,2.01,14.57
730,35.33,5.91
731,14.85,6.23
732,19.22,23.58
733,24.0,29.96
734,33.1,14.37
735,24.0,30.01
736,36.07,14.35
737,7.9,20.3
738,15.62,25.7
739,8.33,24.66
740,13.72,27.17
741,2.34,6.3
742,18.5,25.45
743,12.87,37.37
744,41.2,6.75
745,33.14,6.83
746,9.19,2.89
747,20.72,27.39
748,4.7,11.82
749,21.02,26.62
750,18.22,18.25
751,14.38,35.27
752,45.46,4.73
753,23.46,27.36
754,1.7,6.97
755,20.68,25.12
756,17.0,27.44
757,35.39,27.44
758,22.04,26.62
759,23.53,24.88
760,43.43,11.94
761,14.89,33.01
762,15.53,37.88
763,15.59,26.92
764,38.79,4.9
765,19.48,19.81
766,2.27,37.11
767,15.08,14.52
768,13.52,15.29
769,19.42,25.84
770,21.1,27.11
771,19.84,26.67
772,44.18,11.89
773,45.0,19.15
774,14.43,4.07
775,17.61,26.66
776,6.94,3.99
777,34.15,12.63
778,45.78,7.05
779,22.38,23.23
780,23.12,37.55
781,23.54,18.9
782,17.62,26.97
783,33.23,11.69
784,11.43,30.47
785,32.46,35.02
786,24.0,37.95
787,11.56,28.78
788,20.71,23.55
789,12.36,28.83
790,7.23,30.17
794,5.76,36.89
795,39.35,4.49
796,2.63,31.02
797,11.27,4.12
798,23.33,18.72
802,23.33,6.24
803,22.67,24.33
804,24.0,37.4
805,20.13,27.05
806,21.16,34.28
807,18.48,31.79
808,41.8,22.46
809,23.3,33.93
810,17.96,29.66
811,11.28,15.37
812,17.84,5.54
813,22.84,26.19
814,24.0,32.3
815,9.37,14.67
816,19.64,28.79
817,16.4,18.99
818,22.88,24.1
819,24.0,28.0
820,28.04,29.24
821,20.26,19.17
822,15.32,31.91
823,13.03,28.13
824,23.07,22.79
825,22.64,26.54
826,35.84,3.15
827,27.67,3.91
828,21.12,22.43
829,16.48,23.87
830,16.81,18.74
831,17.66,20.25
832,40.62,7.49
833,36.28,29.83
834,22.1,0.46
835,19.36,27.66
836,23.07,31.54
837,10.08,21.32
838,18.89,29.68
839,6.61,4.74
840,39.91,33.96
841,24.0,34.57
842,17.73,31.73
843,5.28,34.98
844,33.61,7.11
848,10.53,6.84
849,15.67,32.08
850,16.17,26.11
851,21.91,20.67
852,16.05,17.94
853,47.82,38.88
854,24.71,16.49
855,40.76,6.88
856,41.4,0.05
857,16.52,26.3
858,7.89,34.85
859,16.19,25.84
860,24.0,36.32
861,18.42,26.95
862,21.44,9.72
863,44.51,12.22
864,42.94,15.9
865,1.85,7.38
866,16.98,27.23
867,9.36,26.19
871,18.78,23.46
872,9.31,27.9
875,18.32,34.33
876,36.41,11.13
877,15.74,35.61
878,24.0,34.74
879,6.77,25.06
880,17.4,26.65
881,21.16,27.04
882,40.77,6.31
883,21.78,27.9
884,11.51,26.78
885,19.1,25.27
886,11.96,26.48
887,21.88,25.97
888,19.13,18.71
889,42.02,9.83
890,42.27,21.55
891,4.1,31.23
892,8.28,4.83
893,32.94,11.59
894,20.59,32.88
895,35.96,7.18
896,32.17,23.1
897,15.92,20.02
898,13.72,36.77
899,22.34,25.16
900,19.89,25.13
901,22.01,27.24
905,2.16,33.22
909,21.29,25.48
910,22.05,31.83
911,8.17,35.77
912,19.02,17.79
913,21.6,20.3
914,20.4,20.41
915,10.73,4.17
916,24.0,31.16
917,41.27,39.59
918,25.83,31.79
919,5.77,28.64
920,4.36,28.21
921,24.0,34.76
922,19.18,17.53
923,21.56,25.55
924,4.23,25.49
925,36.08,10.89
926,40.22,18.8
927,22.81,26.01
928,35.54,32.9
929,19.1,27.54
930,20.27,23.32
931,34.97,26.53
932,3.74,0.91
933,23.53,20.81
934,19.64,30.03
935,16.25,22.79
936,22.62,24.52
937,44.66,14.53
938,41.98,9.47
939,19.77,21.51
940,20.02,23.49
941,23.46,37.9
942,12.77,30.33
943,21.23,18.24
944,19.35,22.33
945,22.67,26.97
946,19.47,24.6
947,21.49,31.58
948,31.32,17.45
949,9.51,29.61
950,1.68,35.63
951,16.76,21.35
952,24.0,34.85
953,22.82,21.94
954,21.82,14.34
955,16.92,0.28
956,24.0,36.53
957,41.93,20.76
958,8.04,27.54
959,19.95,17.75
960,45.44,15.08
961,34.78,10.31
962,12.69,25.15
963,17.52,25.34
964,24.0,34.26
965,24.0,33.69
966,18.92,25.08
967,11.81,15.2
968,38.05,16.21
969,7.49,14.12
970,18.25,25.66
971,7.82,29.8
972,16.28,20.97
973,20.63,21.26
974,19.9,26.09
978,16.96,24.69
979,21.49,20.34
980,36.13,18.99
981,45.86,3.13
982,1.89,31.2
983,7.2,25.78
984,16.14,25.66
985,1.07,0.49
986,6.68,27.8
987,8.82,38.32
988,33.97,14.45
989,3.2,4.67
990,21.24,22.99
991,19.51,39.21
992,21.8,31.31
993,39.75,35.15
994,36.44,3.14
995,5.45,17.81
996,5.81,33.7
997,1.87,28.46
998,24.0,26.32
999,24.0,25.24
1000,19.79,25.12
1001,47.68,0.62
1002,16.04,25.05
1003,44.91,29.34
1004,20.55,5.33
1005,10.24,24.49
1006,18.25,26.52
1007,44.46,25.54
1008,20.62,25.75
1009,10.19,32.33
1010,22.34,36.21
1011,7.01,5.33
1012,21.0,26.51
1013,15.43,22.04
1014,43.52,6.11
1015,17.29,26.8
1016,4.02,30.44
1019,1.55,4.1
1020,11.5,18.33
1021,18.08,34.9
1022,30.65,8.33
1023,20.72,27.35
1024,26.61,3.08
1025,6.34,37.74
1026,39.29,9.85
1027,4.01,8.51
1028,21.89,26.12
1029,16.64,24.57
1030,44.82,14.43
1034,9.57,32.22
1035,9.79,35.3
1036,4.63,17.53
1037,26.1,25.47
1038,19.27,25.02
1039,36.02,8.69
1040,47.02,18.16
1044,35.89,10.48
1045,22.05,25.37
1046,12.92,14.14
1047,44.25,1.4
1048,2.54,36.84
1049,5.3,29.81
1050,20.62,24.05
1051,1.86,32.57
1052,5.6,30.65
1053,23.33,18.09
1054,5.27,36.24
1055,23.1,26.9
1056,44.89,15.4
1057,6.58,29.92
1058,20.24,23.38
1059,18.63,18.5
1060,17.47,19.59
1061,5.74,17.02
1062,30.8,5.17
1063,18.11,26.65
1067,24.0,30.51
1068,21.8,26.08
1069,11.15,16.39
1070,16.6,33.86
1071,15.28,13.77
1072,10.86,16.41
1076,8.59,36.14
1077,25.55,28.2
1078,24.0,30.96
1079,11.04,26.83
1080,13.28,9.66
1081,2.86,13.98
1082,11.78,31.6
1083,5.77,35.46
1084,4.15,29.47
1085,8.3,31.34
1086,34.43,36.27
1087,0.34,38.18
1088,7.2,25.69
1089,14.86,9.25
1090,35.42,7.6
1091,23.45,37.35
1092,20.85,27.61
1093,18.83,31.27
1094,16.87,18.46
1095,3.01,10.21
1096,20.84,26.11
1097,20.58,27.12
1098,15.55,34.6
1099,17.42,38.31
1100,14.38,35.82
1101,7.96,29.01
1105,44.25,39.42
1106,32.84,35.96
1107,18.27,23.73
1108,17.55,23.16
1109,37.18,5.97
1110,24.0,36.41
1111,9.55,15.64
1112,9.76,7.27
1113,40.39,12.35
1114,12.8,25.4
1115,21.84,29.15
1116,13.57,31.12
1117,16.61,8.55
1118,36.83,25.38
1119,18.04,20.91
1120,22.3,33.53
1121,6.8,26.7
1122,18.01,22.32
1123,35.9,29.25
1124,45.57,35.77
1125,12.15,33.94
1126,17.13,26.77
1127,22.22,34.46
1128,11.08,29.73
1129,23.91,5.03
1130,9.08,34.79
1131,16.41,21.3
1132,19.02,21.69
1133,39.57,6.12
1134,37.19,5.94
1135,23.03,24.38
1136,30.48,35.06
1137,19.74,24.54
1138,24.0,25.33
1139,24.0,33.53
1140,19.57,21.51
1141,2.8,25.65
1142,22.63,14.11
1143,24.0,31.29
1147,11.39,27.56
1148,22.87,21.21
1149,3.37,20.03
1150,10.97,15.51
1151,40.96,32.13
1152,30.86,12.06
1153,22.17,26.93
1154,8.6,33.6
1155,18.15,27.2
1156,8.94,37.01
1157,20.15,35.65
1158,14.39,23.74
1159,35.09,29.03
1160,27.47,20.44
1163,40.78,33.88
1164,23.37,34.81
1165,23.41,36.62
1166,2.16,16.0
1167,44.89,1.37
1168,8.45,15.51
1169,8.23,17.59
1170,22.16,26.94
1171,8.34,28.55
1172,30.41,6.92
1173,10.75,12.91
1176,44.76,14.12
1177,42.48,16.59
1178,23.5,17.51
1179,10.23,30.91
1180,29.41,14.98
1181,21.23,19.48
1182,38.7,32.24
1183,31.97,16.02
1184,39.66,6.85
1185,33.37,7.16
1186,19.77,27.13
1187,20.41,26.88
1188,17.23,24.55
1189,22.17,18.16
1190,35.08,32.54
1191,2.55,37.87
1192,45.94,12.47
1193,32.67,4.21
1194,28.11,31.82
1195,24.0,29.76
1196,24.0,37.73
1197,2.07,30.79
1198,21.98,27.45
1199,27.4,7.48
1200,3.85,2.47
1201,6.15,10.5
1202,8.51,36.98
1206,24.0,26.41
1207,22.04,26.02
1208,17.61,18.87
1209,1.66,28.68
1210,20.67,21.7
1211,8.52,28.43
1212,3.45,36.59
1213,31.46,18.19
1214,22.05,19.16
1218,31.64,9.68
1219,17.2,23.04
1220,19.12,25.11
1221,13.16,18.34
1222,16.17,5.59
1223,18.73,20.78
1224,19.92,23.56
1225,16.86,24.82
1226,12.53,24.67
1227,11.78,30.23
1228,17.48,14.32
1229,22.26,30.59
1230,42.29,10.35
1231,13.1,3.83
1232,24.0,35.61
1233,7.61,38.09
1234,21.33,21.1
1235,17.88,26.97
1236,34.76,3.32
1237,32.65,9.59
1238,20.14,25.45
1239,43.06,7.26
1240,4.56,16.63
1243,3.14,12.29
1244,23.79,24.86
1245,12.43,31.79
1246,40.84,4.2
1250,4.45,6.3
1251,35.33,13.57
1252,19.16,34.84
1253,29.49,27.85
1254,19.88,32.09
1255,12.96,25.29
1256,20.89,32.52
1257,4.82,33.3
1258,4.63,10.69
1259,41.27,15.68
1260,2.13,17.6
1261,18.14,35.53
1265,23.19,20.98
1266,27.96,10.39
1267,14.47,37.83
1268,30.96,33.37
1269,9.95,1.41
1270,47.83,10.33
1271,6.13,6.07
1272,21.45,27.02
1273,20.02,19.89
1274,42.27,8.79
1275,15.84,27.4
1276,10.72,1.52
1277,4.63,32.13
1278,10.16,37.07
1279,12.6,27.61
1280,19.84,24.74
1281,22.31,23.6
1282,17.45,25.89
1283,17.56,24.51
1284,36.22,15.57
1285,40.79,22.58
1286,20.48,27.13
1287,7.04,32.13
1288,31.91,12.02
1289,27.99,35.09
1290,22.69,31.31
1294,11.15,31.76
1295,30.24,17.75
1300,34.95,12.45
1301,16.44,24.12
1302,4.75,26.47
1303,21.97,32.29
1304,47.99,12.9
1305,19.41,29.74
1306,20.62,20.56
1307,46.51,22.87
1308,26.84,38.16
1309,42.37,13.26
1310,46.44,16.07
1311,2.27,12.05
1312,7.9,34.91
1313,9.34,24.92
1314,4.88,31.24
1318,9.72,6.57
1319,24.0,27.08
1320,31.76,33.75
1321,3.22,17.2
1326,18.82,24.98
1327,22.79,24.72
1328,15.82,25.6
1329,24.0,25.37
1330,23.22,5.17
1331,22.13,20.64
1332,16.87,27.0
1333,16.96,34.77
1334,2.2,29.74
1335,45.88,7.52
1336,16.1,25.52
1337,23.4,8.53
1338,2.5,24.93
1339,34.19,12.42
1340,41.37,18.67
1341,19.33,26.44
1342,13.0,13.69
1343,10.53,25.43
1344,23.21,33.12
1345,19.08,19.66
1346,10.21,3.82
1347,14.3,33.27
1348,24.0,30.23
1351,18.31,27.96
1352,30.86,35.68
1353,18.62,26.96
1354,20.75,29.05
1355,40.91,1.18
1356,6.14,33.56
1357,20.33,38.59
1358,40.81,8.89
1359,6.01,35.51
1360,20.58,18.09
1361,17.95,22.02
1362,1.64,31.32
1366,34.05,7.81
1367,4.92,35.4
1368,11.3,31.83
1369,9.73,15.21
1370,11.47,19.95
1371,24.0,31.77
1372,19.02,24.84
1373,25.13,15.87
1374,18.4,32.91
1375,17.71,24.72
1376,23.58,28.6
1377,21.73,28.65
1378,33.41,3.67
1379,21.44,23.44
1380,18.72,18.87
1381,16.94,18.57
1382,24.0,36.66
1383,41.04,33.15
1384,43.23,25.8
1385,20.35,20.09
1386,4.92,4.47
1387,42.28,25.66
1388,24.0,28.83
1389,17.37,22.16
1390,31.28,20.12
1391,22.04,26.9
1392,21.74,23.68
1393,34.04,33.79
1394,7.98,27.8
1395,3.62,32.12
1396,36.92,30.3
1397,30.94,11.54
1398,37.75,12.53
1399,24.0,33.79
1400,2.98,6.91
1401,18.09,27.35
1402,21.16,21.44
1403,33.29,5.67
1404,4.94,32.79
1405,15.0,27.2
1406,18.55,36.79
1407,4.86,5.79
1408,40.88,27.36
1409,18.57,26.13
1410,9.29,7.55
1411,42.57,35.65
1412,38.4,26.02
1413,12.19,35.4
1414,7.24,38.4
1415,8.73,37.43
1416,26.81,30.37
1417,47.33,7.79
1418,4.43,25.65
1419,12.7,23.57
1420,16.47,25.79
1421,3.95,25.47
1422,1.66,2.15
1423,6.32,23.68
1424,24.0,34.76
1425,9.88,14.3
1426,7.6,31.47
1427,45.95,3.22
1428,2.18,9.27
1429,42.55,31.01
1430,38.44,7.9
1431,42.73,8.52
1432,41.21,3.24
1433,30.39,25.18
1434,15.52,25.7
1435,11.0,14.25
1436,8.28,32.64
1437,33.14,29.6
1440,20.26,26.71
1441,16.0,24.8
1442,11.04,15.33
1443,37.03,6.54
1444,8.1,25.21
1445,3.14,25.44
1446,18.7,27.66
1447,24.0,29.68
1448,22.9,22.29
1449,46.49,11.12
1450,17.23,22.65
1453,20.2,26.74
1454,20.12,24.58
1455,46.48,12.99
1456,40.98,14.2
1457,8.19,26.78
1458,34.73,14.06
1459,26.42,20.83
1460,30.8,20.75
1461,11.8,28.02
1462,45.83,3.35
1463,24.0,24.73
1467,18.26,19.81
1468,25.05,25.21
1469,16.2,24.76
1470,19.24,22.63
1471,19.74,25.18
1472,15.57,28.47
1473,11.6,34.7
1474,8.45,26.47
1475,45.66,10.81
1476,36.95,25.21
1477,38.63,5.62
1478,19.93,32.74
1479,23.17,26.71
1480,34.93,16.11
1481,1.85,37.39
1484,19.74,26.93
1485,19.76,2.8
1486,10.62,8.39
1487,37.25,9.63
1488,8.19,17.25
1489,15.74,19.47
1490,11.26,26.04
1491,20.11,27.06
1492,23.27,20.09
1493,14.46,34.44
1494,33.31,14.61
1495,20.53,25.91
1499,14.91,35.94
1500,2.85,34.45
1501,16.11,24.29
1502,20.56,29.02
1503,16.83,27.59
1504,43.11,33.25
1505,18.14,24.58
1506,7.51,30.06
1507,19.15,19.42
1508,6.67,10.21
1509,19.18,26.29
1510,21.56,24.31
1511,22.98,26.13
1512,24.13,3.17
1518,16.72,24.44
1519,45.92,6.79
1520,39.25,11.9
1521,2.43,9.09
1522,4.43,7.94
1523,19.85,26.09
1524,2.8,26.13
1528,17.92,27.21
1529,24.0,30.42
1530,24.0,32.63
1531,32.54,34.27
1532,19.96,21.73
1533,35.05,25.11
1534,39.83,34.58
1535,4.78,31.37
1536,47.83,11.43
1537,14.22,35.62
1538,20.74,19.01
1539,27.9,32.46
1540,30.69,6.53
1541,22.3,33.67
1542,16.02,23.29
1545,6.52,34.82
1546,20.56,34.4
1547,15.91,11.74
1548,20.03,27.02
1549,3.3,35.11
1550,9.06,30.07
1551,24.0,28.88
1552,1.07,21.62
1553,36.73,4.59
1554,24.0,25.41
1555,24.0,35.43
