quadro,x_cm,y_cm
261,42.5,10.53
262,23.0,26.38
263,32.28,4.8
264,4.83,34.62
265,25.52,34.19
266,30.44,15.16
267,32.93,9.11
268,17.05,13.17
269,33.12,7.29
273,30.63,24.0
274,8.14,9.24
275,21.42,13.55
276,45.17,13.83
277,22.29,33.4
278,37.75,7.88
279,23.0,25.89
280,16.49,35.98
281,23.0,21.25
282,25.15,37.52
283,5.63,30.35
284,18.52,15.63
285,5.32,30.88
286,27.32,18.05
287,21.22,36.3
294,18.29,16.46
295,14.87,21.14
296,14.42,35.48
297,14.35,22.15
298,2.45,11.63
302,44.72,4.78
303,34.08,19.9
304,17.66,5.0
305,23.0,38.47
306,3.85,11.75
307,27.71,24.53
311,25.84,12.07
315,1.24,34.78
316,20.69,23.73
317,36.54,11.77
318,16.78,32.69
319,23.0,21.3
320,9.72,28.91
321,39.83,23.48
322,34.15,3.19
323,30.36,28.96
324,21.5,22.96
328,23.0,22.57
329,44.29,1.55
332,20.7,24.66
333,19.02,21.19
334,19.79,21.73
335,1.9,20.88
336,15.95,23.33
337,16.92,38.07
338,10.68,17.47
339,4.15,22.61
343,19.98,21.45
347,19.79,27.31
348,45.9,19.01
349,19.72,7.47
350,20.71,23.41
351,17.11,28.11
352,6.8,25.43
353,23.0,32.27
354,5.27,32.54
355,15.48,29.98
356,42.12,6.75
359,5.56,24.16
360,14.51,21.16
361,38.27,8.55
364,17.45,20.97
365,5.63,9.33
368,47.43,35.9
369,14.22,25.62
370,23.0,36.92
371,30.9,7.99
372,5.41,31.33
373,17.64,28.71
374,36.9,2.19
375,38.54,29.3
376,2.38,13.46
377,13.77,31.12
378,18.12,37.92
379,17.42,12.99
380,19.47,21.1
381,47.16,8.17
382,18.6,23.06
383,31.43,1.97
384,26.63,16.64
385,20.09,23.07
386,41.98,33.34
387,35.96,15.25
388,12.82,29.28
389,13.1,25.81
390,17.18,27.72
394,34.37,11.88
395,24.64,4.28
396,23.0,36.36
397,31.23,9.95
398,7.14,3.04
399,13.65,21.92
400,32.02,8.76
401,19.25,22.92
402,20.68,31.34
403,44.7,11.27
404,22.03,24.07
405,14.92,20.52
409,38.68,24.4
410,2.99,29.75
411,36.38,14.61
412,2.85,22.7
413,1.76,1.69
414,13.7,21.51
415,40.93,1.61
416,2.48,31.6
417,20.35,22.32
418,3.82,34.15
419,40.31,5.33
420,2.53,25.74
421,17.78,4.14
422,8.52,8.99
423,20.66,24.65
424,42.69,29.43
425,8.07,28.44
426,39.63,7.19
427,5.44,10.67
428,21.26,31.32
429,6.96,21.83
430,11.03,12.37
431,9.87,26.38
432,13.46,23.37
433,19.53,15.34
434,21.32,27.28
435,18.78,25.59
436,15.88,19.95
437,5.13,30.8
438,0.61,0.82
439,0.72,26.3
440,19.96,4.42
441,17.61,28.7
442,15.29,32.2
443,0.24,11.06
444,23.0,34.66
445,25.39,9.56
446,17.76,22.84
447,42.09,2.18
448,28.69,35.12
449,42.14,36.97
450,28.08,18.88
451,14.28,22.92
452,7.05,25.76
453,46.06,20.98
454,22.33,20.97
455,7.11,34.38
456,24.39,32.23
457,18.09,22.14
458,32.64,13.86
459,17.16,22.39
460,33.42,10.55
461,15.19,27.81
464,31.89,12.0
465,18.26,14.62
466,14.98,32.36
470,16.84,12.65
471,4.92,13.97
472,29.91,21.54
473,45.28,13.72
474,16.27,27.38
475,18.26,20.27
476,21.08,19.5
477,11.03,35.2
478,11.41,29.53
479,23.0,29.74
480,21.68,16.38
481,9.68,34.1
482,39.32,14.66
483,44.33,34.4
484,25.61,11.77
485,45.9,5.91
486,38.29,39.7
487,1.08,35.52
488,34.94,6.72
489,45.56,6.25
490,11.25,14.56
491,3.1,33.88
492,17.05,10.54
493,35.26,32.34
494,9.71,34.9
495,39.9,25.61
496,5.13,30.66
497,6.07,28.62
498,15.34,36.57
499,42.18,7.7
500,44.75,10.33
501,17.45,18.2
502,17.1,21.01
503,13.27,12.45
504,10.75,5.43
505,4.97,33.85
506,5.53,21.31
507,21.73,19.38
508,14.99,28.75
509,25.34,14.04
510,34.27,12.43
511,37.05,11.98
515,41.89,4.49
521,23.0,38.47
522,38.15,2.82
523,15.73,36.7
524,29.48,12.76
525,19.38,34.09
526,33.28,13.6
527,13.74,24.74
528,19.3,29.07
529,15.52,12.72
530,19.34,20.36
531,34.04,12.84
532,19.2,21.57
533,46.44,7.32
534,12.97,26.14
535,17.8,31.63
539,16.16,35.74
540,9.37,37.88
541,4.55,27.37
542,34.79,25.21
543,21.64,24.09
544,13.6,24.79
545,2.46,36.59
546,22.54,22.02
547,15.57,19.27
548,35.41,3.68
549,21.05,24.08
550,30.92,15.37
551,21.72,26.06
552,17.91,15.17
553,19.57,29.93
554,25.34,18.9
555,22.49,37.89
556,34.12,14.54
557,16.63,23.7
558,42.52,15.46
559,7.55,4.5
560,17.76,16.08
561,5.11,29.58
562,21.01,23.84
563,28.35,20.39
564,42.1,18.37
565,17.44,26.97
566,8.24,1.42
570,36.26,13.13
571,9.57,26.52
572,23.0,22.35
573,2.03,9.55
574,20.58,20.35
575,14.97,24.32
576,42.29,37.8
577,44.06,16.21
581,18.6,14.24
582,43.04,27.54
583,18.98,23.33
584,0.65,37.6
585,14.58,26.76
586,18.57,10.61
587,0.53,34.57
588,16.93,28.35
589,43.4,11.52
590,18.07,28.82
591,32.99,8.07
592,8.24,2.74
593,8.39,37.22
594,21.17,23.2
595,26.63,28.78
598,34.82,14.28
599,1.08,26.66
600,30.61,5.6
601,17.01,14.33
602,40.93,8.36
603,23.0,27.15
604,13.18,33.18
605,29.72,2.9
606,1.58,35.3
607,35.26,1.91
608,38.11,14.64
609,3.05,6.19
610,2.99,13.5
611,34.29,24.81
617,14.76,24.85
618,44.43,20.14
619,23.0,32.92
620,14.76,19.26
621,15.56,21.61
622,15.8,4.0
623,4.14,24.1
624,39.54,9.29
625,16.93,12.87
629,38.63,11.86
630,14.25,27.43
631,10.67,24.7
632,18.49,23.09
633,14.71,23.41
634,42.38,6.45
635,15.62,32.28
636,15.15,6.43
643,19.83,4.1
644,33.81,6.68
645,14.63,20.72
646,17.26,23.66
647,30.78,23.21
648,11.3,33.77
649,27.05,17.07
653,36.32,18.89
654,33.81,5.81
658,10.68,3.92
659,0.9,34.28
660,3.94,26.41
661,2.01,34.48
662,17.44,19.02
663,42.36,0.42
664,23.0,25.74
668,42.37,7.83
669,10.53,7.77
670,18.42,19.08
671,3.78,22.59
672,1.57,31.71
673,13.05,17.7
674,34.65,3.85
675,20.93,29.46
676,14.69,22.65
677,38.15,13.19
678,37.95,13.63
679,23.0,27.36
680,16.1,31.52
681,23.0,32.22
682,13.91,26.83
683,8.6,17.4
684,40.76,29.06
685,20.67,23.7
686,17.54,38.32
687,21.55,20.53
688,40.5,0.8
689,7.35,24.83
690,9.05,6.06
691,14.74,16.83
692,35.04,37.11
693,2.59,21.43
694,4.13,27.31
695,38.68,13.48
696,19.44,20.89
697,42.5,7.31
698,23.0,33.81
699,23.0,30.78
700,38.19,32.24
701,18.5,23.76
702,33.72,9.06
703,2.71,17.49
707,7.29,27.46
708,14.63,30.15
711,12.93,37.66
712,40.83,6.5
713,23.0,35.76
714,36.56,23.18
715,11.89,27.06
716,8.14,4.27
717,38.51,7.87
718,33.02,29.54
719,16.51,26.01
720,16.13,23.93
721,10.03,32.1
722,33.23,13.5
723,35.01,9.57
724,22.16,17.07
725,9.05,13.16
726,22.06,16.19
727,16.03,38.2
728,4.52,0.1
729,17.74,16.87
730,7.81,23.87
731,36.5,10.08
732,23.0,35.28
733,32.86,6.31
734,1.79,8.44
735,43.02,37.57
736,2.9,33.5
737,23.0,27.69
738,2.29,13.93
739,4.07,1.89
740,20.53,36.25
741,16.99,35.95
742,21.93,21.19
743,17.67,26.47
744,20.3,32.82
745,17.0,17.93
746,23.0,20.11
747,42.79,1.96
748,26.99,24.39
749,6.15,8.32
750,20.93,35.54
751,16.63,22.46
752,17.68,23.73
753,43.87,13.02
754,6.84,8.35
755,32.59,3.73
756,22.28,3.33
757,6.97,17.54
758,15.16,1.35
759,7.1,22.28
760,5.52,30.09
761,36.61,3.75
762,14.19,9.59
763,5.05,22.05
764,35.05,14.47
765,15.14,16.43
766,2.84,33.59
767,18.4,20.28
768,23.0,20.56
769,24.83,20.45
770,21.42,34.35
773,9.76,23.2
777,7.87,22.5
778,44.97,8.4
779,15.93,21.97
780,12.11,23.78
781,6.94,14.22
782,36.81,9.56
783,22.47,21.76
784,19.3,33.77
785,16.31,22.14
786,2.41,28.34
787,24.21,26.44
788,26.56,31.66
789,17.34,22.79
790,44.61,5.64
791,10.57,35.49
792,21.55,19.33
793,20.88,12.75
794,25.13,16.37
795,5.46,23.27
796,23.0,25.34
797,43.25,5.95
800,41.79,21.67
801,16.7,30.99
802,17.53,13.98
803,35.61,16.72
804,16.62,20.2
805,4.94,3.76
806,16.79,26.48
807,17.77,21.89
808,23.0,35.56
809,42.76,30.34
810,18.05,18.84
811,34.73,2.85
812,38.32,4.07
813,38.55,34.29
814,6.81,21.52
815,15.88,21.55
816,17.43,18.95
817,30.68,30.73
818,19.53,22.98
819,18.46,37.67
820,24.56,16.55
823,7.11,23.39
824,45.23,31.13
825,20.62,13.57
826,33.28,22.43
827,9.6,23.97
828,19.23,20.87
829,39.47,9.4
830,37.35,10.53
831,32.24,5.27
832,6.49,21.57
833,8.28,24.49
834,3.49,7.87
835,40.58,25.66
836,3.56,19.87
837,14.84,26.69
838,35.21,26.35
839,27.83,13.16
840,20.15,20.81
841,16.5,23.35
842,16.81,27.35
843,6.48,23.15
844,8.47,30.37
845,6.71,30.77
846,4.44,9.46
847,4.96,29.9
848,21.22,13.77
849,42.43,2.27
850,10.83,24.11
851,19.35,20.38
855,25.45,19.78
856,16.82,18.76
857,39.18,33.79
858,5.47,28.39
859,18.41,16.55
860,39.81,10.15
864,22.12,34.62
865,32.52,30.81
866,6.52,36.07
867,8.54,30.46
868,24.83,33.13
869,22.67,21.28
870,42.46,7.77
871,20.75,20.21
872,20.76,35.64
873,5.38,33.06
874,22.25,29.89
875,7.74,21.8
876,37.84,10.3
877,43.61,0.43
878,18.15,14.9
879,9.63,9.77
880,46.77,36.9
881,45.48,30.25
882,31.42,7.12
883,38.76,2.34
884,24.63,26.29
885,23.0,24.41
886,20.74,32.16
887,8.92,13.1
888,6.61,24.07
889,22.14,24.73
890,5.25,27.83
891,23.0,25.74
892,19.48,22.39
896,21.22,39.28
897,2.11,32.71
898,9.62,26.12
899,40.81,6.91
900,10.09,2.56
901,35.33,29.62
902,39.27,7.69
903,15.06,3.9
904,12.21,11.07
905,42.33,5.01
906,14.97,22.29
907,1.8,34.02
908,10.42,32.61
909,16.67,29.07
910,1.48,15.17
913,1.98,30.33
914,31.45,22.9
915,4.31,28.42
916,20.97,31.49
917,21.15,32.86
918,16.89,17.5
919,19.04,23.16
920,23.48,6.01
921,19.84,20.36
924,23.0,37.74
925,14.93,22.4
926,7.19,22.27
927,11.7,37.67
928,44.92,7.8
929,8.24,29.73
930,15.79,30.72
933,8.9,31.13
934,23.0,29.6
935,39.25,9.66
936,23.0,22.16
937,40.22,7.3
938,17.04,22.42
939,7.27,11.45
940,2.23,25.36
941,47.27,16.03
942,21.04,23.88
943,21.26,20.32
944,41.79,10.4
945,20.91,24.32
946,7.72,5.88
947,28.12,26.47
948,18.3,25.66
949,7.31,22.32
953,6.45,10.86
954,47.46,20.95
955,40.07,6.37
956,20.0,33.02
957,12.43,12.32
958,38.39,10.45
959,16.66,28.96
960,20.63,23.31
961,14.82,20.88
962,0.52,30.32
963,35.57,2.2
964,47.32,27.31
965,39.34,4.86
966,4.38,25.83
967,8.85,9.4
968,41.55,17.24
969,29.06,31.49
970,30.67,18.08
974,23.0,23.04
975,5.77,12.43
976,40.0,12.22
977,41.85,38.37
978,23.0,23.92
979,15.15,13.8
980,21.13,25.67
981,44.95,1.52
982,9.42,36.87
983,10.32,27.43
984,23.0,19.6
985,21.45,21.69
986,47.35,26.26
987,9.66,15.0
988,21.08,1.55
989,28.0,16.25
990,5.11,12.02
991,6.06,18.73
992,10.65,28.09
993,23.0,24.54
994,43.07,8.61
995,39.39,11.95
996,33.76,20.66
997,21.33,35.07
998,23.0,27.48
999,33.17,36.47
1000,44.06,7.1
1001,32.12,8.31
1002,37.7,10.92
1003,12.28,21.23
1004,45.7,13.03
1005,23.0,35.18
1006,47.43,7.08
1007,15.98,22.7
1008,16.67,23.11
1009,19.28,25.11
1010,14.51,22.33
1011,17.66,25.76
1012,11.92,37.89
1013,12.1,29.5
1014,38.08,12.86
1015,13.99,33.52
1016,5.4,23.7
1017,0.96,30.26
1018,2.28,35.54
1019,35.15,7.8
1020,36.41,5.21
1021,9.12,14.32
1022,21.37,37.57
1023,27.29,17.63
1024,19.72,35.37
1025,17.74,20.79
1026,21.79,19.68
1027,38.37,8.77
1028,6.34,29.22
1029,7.73,13.74
1030,15.75,29.96
1031,27.35,0.18
1032,38.93,15.14
1033,20.23,14.97
1034,2.77,28.44
1035,3.02,26.94
1039,11.27,5.1
1040,24.13,21.39
1041,17.87,18.31
1042,36.95,10.15
1043,1.62,2.66
1044,23.0,33.98
1045,23.0,21.88
1046,8.39,27.28
1047,20.36,24.67
1048,12.03,23.42
1054,14.39,24.31
1055,17.15,23.19
1056,11.84,28.77
1057,12.2,27.49
1058,30.79,2.45
1059,17.91,34.46
1060,40.86,25.03
1061,4.79,34.42
1062,19.22,24.32
1063,35.43,13.86
1064,19.16,22.81
1065,31.05,2.07
1066,20.79,33.22
1067,14.63,27.26
1068,13.7,25.15
1069,14.57,23.92
1070,42.37,13.57
1071,5.82,11.92
1072,38.62,3.71
1073,46.79,28.12
1074,10.14,7.6
1075,0.74,29.86
1076,37.09,26.21
1077,13.35,34.34
1078,36.44,11.74
1079,21.88,19.95
1080,20.13,16.81
1081,9.51,16.36
1082,43.63,15.0
1083,8.99,33.5
1084,15.74,13.45
1085,19.99,16.9
1086,3.59,22.32
1087,21.31,24.42
1088,12.91,31.89
1089,23.0,26.54
1090,13.36,22.79
1091,45.4,7.92
1092,19.23,22.74
1093,44.5,8.24
1094,0.04,14.46
1095,0.8,29.21
1096,44.24,9.8
1097,41.55,12.6
1098,16.28,34.75
1099,16.99,0.06
1100,18.23,18.05
1101,7.5,26.03
1102,33.52,12.23
1103,5.13,21.71
1104,40.25,5.93
1105,9.59,31.11
1109,19.71,31.48
1110,17.81,14.38
1111,20.46,13.35
1112,6.41,12.88
1113,11.78,34.48
1114,9.58,20.9
1115,4.5,36.45
1116,17.97,15.48
1117,31.68,12.5
1118,3.47,3.07
1119,21.36,10.28
1120,7.71,24.34
1121,45.55,16.14
1122,0.93,24.71
1123,8.54,26.75
1124,28.85,5.1
1125,22.66,9.72
1126,14.93,9.06
1127,18.49,21.34
1128,35.63,17.12
1129,38.96,17.56
1130,7.62,37.69
1131,32.43,14.82
1132,17.81,23.52
1133,5.3,25.59
1134,40.37,7.15
1135,20.47,22.43
1136,10.82,25.99
1137,32.42,5.72
1138,3.58,20.68
1139,46.75,30.82
1140,11.98,9.92
1141,2.5,21.5
1142,16.33,26.45
1143,23.0,34.74
1144,19.14,3.51
1145,22.07,20.01
1146,16.47,39.97
1147,18.72,3.25
1148,11.05,25.26
1149,17.33,26.38
1150,36.95,9.41
1151,21.39,29.5
1152,16.87,20.7
1153,40.46,12.51
1154,15.46,12.42
1155,10.05,30.11
1156,17.56,20.82
1157,6.64,29.37
1158,18.62,21.25
1159,45.39,14.94
1160,13.49,8.04
1161,4.1,2.31
1162,22.21,21.25
1163,23.06,15.29
1167,27.92,18.67
1168,20.49,24.48
1169,20.51,25.43
1173,32.08,11.92
1174,12.5,24.69
1175,16.18,7.91
1176,9.11,24.16
1177,14.33,23.44
1178,22.54,22.92
1179,43.38,14.22
1180,14.49,22.46
1181,32.46,11.19
1182,47.26,16.99
1183,23.0,34.51
1184,41.47,13.56
1185,35.94,6.74
1186,9.86,14.94
1187,44.36,3.68
1188,14.03,19.71
1189,17.09,16.9
1190,46.36,14.47
1191,5.45,38.36
1192,15.19,21.14
1193,19.99,21.53
1197,18.07,26.41
1198,19.52,20.96
1199,2.59,33.54
1200,46.51,18.92
1201,47.19,3.78
1202,14.85,19.13
1203,2.83,29.92
1204,18.32,14.16
1207,20.32,21.56
1208,0.85,24.23
1214,11.22,29.72
1215,16.44,19.77
1216,20.01,20.13
1217,17.59,29.22
1218,5.81,2.66
1219,38.38,3.52
1220,22.17,21.93
1221,21.32,23.33
1222,17.09,23.6
1223,4.15,34.45
1224,4.55,36.24
1225,8.23,7.47
1226,3.85,19.96
1227,21.02,22.67
1228,32.26,7.94
1229,31.39,13.41
1230,11.2,35.77
1231,7.8,4.06
1232,23.0,29.28
1233,1.1,32.92
1234,14.04,2.83
1235,37.2,1.51
1236,2.5,4.43
1237,23.11,5.96
1238,35.77,36.49
1239,26.46,33.14
1240,4.85,33.74
1241,13.15,16.79
1242,14.17,34.11
1243,24.99,38.19
1244,40.05,14.06
1245,19.03,21.29
1246,25.57,8.02
1247,17.32,20.6
1248,24.18,22.14
1249,1.56,26.0
1252,18.39,24.32
1253,12.53,20.35
1254,7.61,26.45
1255,16.74,26.28
1256,44.16,14.31
1257,6.98,16.57
1258,6.02,20.8
1259,20.95,19.9
1260,21.9,27.28
1261,23.0,37.88
1262,44.41,2.88
1263,4.27,12.77
1264,11.99,37.79
1265,18.02,24.41
1266,10.14,29.72
1267,17.58,34.22
1268,4.36,15.46
1269,16.06,20.34
1270,20.5,37.33
1271,7.97,3.17
1272,13.74,14.98
1273,22.37,19.68
1276,37.23,6.78
1277,9.97,21.48
1278,11.54,30.67
1279,23.0,30.91
1280,42.55,25.2
1281,7.26,25.04
1282,44.17,2.68
1283,15.22,19.9
1284,45.51,4.9
1288,24.14,2.11
1289,23.0,34.05
1290,14.39,9.93
1291,5.8,9.14
1292,16.81,23.08
1293,15.03,20.55
1294,20.36,20.79
1295,7.25,23.76
1296,6.78,33.8
1297,31.4,13.5
1298,15.72,19.27
1299,17.64,24.71
1300,38.28,6.49
1301,2.02,33.42
1302,8.8,24.55
1303,21.84,16.68
1304,31.03,7.04
1305,38.44,1.88
1306,46.49,11.6
1307,3.74,10.51
1308,23.0,24.91
1309,7.6,7.24
1310,23.0,34.33
1311,19.96,15.13
1312,31.54,27.76
1313,35.84,27.28
1314,16.52,8.11
1315,39.25,11.88
1316,16.19,23.08
1317,3.65,32.37
1318,9.08,36.16
1319,22.16,23.45
1320,13.7,31.07
1321,21.54,16.07
1322,22.52,22.02
1323,39.55,12.54
1324,16.63,12.46
1325,16.22,20.93
1326,4.1,37.73
1327,28.42,27.48
1328,44.8,6.63
1329,14.47,30.73
1330,28.76,8.7
1331,20.37,22.79
1332,33.79,27.77
1333,19.8,19.89
1340,4.51,22.05
1341,15.24,0.27
1342,33.16,13.67
1343,5.27,16.58
1344,35.3,11.26
1345,44.82,22.97
1346,39.39,5.55
1347,20.59,27.65
1348,35.29,22.62
1349,29.45,30.19
1350,38.04,14.59
1351,19.29,19.12
1352,35.13,24.97
1353,16.03,32.46
1354,20.52,35.63
1355,13.63,31.22
1356,20.63,19.85
1357,15.38,24.45
1358,20.19,20.45
1359,7.17,21.18
1360,18.96,29.19
1361,17.42,8.3
1362,45.54,8.32
1363,29.14,13.33
1364,7.47,9.97
1365,4.27,36.21
1366,44.17,34.25
1367,23.0,28.85
1368,34.97,9.73
1369,31.95,12.03
1370,12.81,26.84
1371,6.81,22.13
1372,19.55,13.9
1373,12.17,21.92
1374,35.69,28.95
1375,23.0,31.84
1378,16.04,23.54
1379,23.0,29.39
1380,43.62,1.81
1381,22.68,24.32
1382,31.82,4.55
1383,9.55,1.0
1384,19.41,14.04
1385,2.28,29.05
1386,21.71,23.38
1387,47.7,22.19
1388,33.83,32.95
1389,38.82,22.59
1390,36.3,15.24
1391,5.26,2.42
1392,33.01,30.97
1393,18.36,16.64
1394,20.87,20.52
1395,21.31,23.04
1396,8.73,3.09
1397,21.95,36.29
1398,28.88,17.77
1399,4.95,22.91
1403,14.99,20.79
1404,18.06,23.14
1405,23.0,20.02
1406,20.34,24.5
1407,5.3,12.73
1408,35.17,6.19
1409,15.99,23.15
1410,36.55,6.7
1411,44.47,12.65
1412,23.0,29.6
1413,17.84,20.4
1414,36.36,6.62
1415,9.44,36.85
1416,13.28,27.22
1417,10.66,21.61
1418,14.73,26.87
1419,9.94,29.5
1420,14.95,22.59
1421,44.26,3.97
1422,18.27,22.86
1423,42.44,8.41
1424,19.86,16.8
1425,4.09,29.08
1426,42.33,22.1
1427,38.79,3.13
1428,40.85,9.19
1429,17.66,15.41
1430,16.74,29.8
1431,19.84,22.17
1432,11.1,21.22
1433,32.87,3.59
1434,7.13,6.51
1435,38.55,12.12
1436,16.93,18.79
1437,37.09,22.59
1438,23.0,24.39
1439,13.22,33.58
1440,21.08,20.56
1441,6.85,22.36
1442,15.17,23.17
1445,22.57,38.59
1446,1.94,12.99
1447,5.44,36.7
1448,17.08,7.47
1449,20.48,19.89
1450,21.53,18.55
1451,4.09,12.25
1452,42.14,7.17
1453,17.91,21.96
1454,11.16,11.08
1455,18.72,30.11
1456,7.43,35.82
1457,15.22,16.42
1458,20.79,21.24
1459,20.1,17.97
1460,10.13,33.18
1461,19.89,20.26
1462,1.47,27.58
1463,46.19,12.06
1464,10.93,14.12
1465,15.09,14.49
1466,23.0,21.25
1467,40.79,35.31
1471,10.2,38.07
1472,22.53,20.52
1473,21.31,32.87
1474,25.82,15.88
1475,15.74,20.08
1476,23.0,34.47
1477,15.2,21.26
1478,24.11,33.08
1481,31.25,22.88
1482,21.18,14.67
1483,29.4,22.5
1484,17.53,29.65
1485,9.75,28.15
1486,21.31,10.8
1487,4.59,6.26
1488,40.11,8.68
1489,34.87,14.35
1490,1.69,6.78
1491,35.01,12.41
1492,33.52,37.26
1493,44.91,7.22
1494,17.25,7.9
1498,5.26,20.6
1499,28.66,29.49
1500,30.91,9.3
1501,2.94,25.89
1502,20.03,21.91
1503,20.18,21.89
1504,1.29,17.15
1505,19.68,10.74
1506,10.63,21.02
1507,46.46,4.9
1511,30.66,16.29
1512,14.53,14.09
1513,41.84,5.76
1514,8.36,39.33
1515,23.0,21.29
1516,43.59,11.93
1517,23.0,35.66
1518,8.79,28.54
1519,11.98,23.07
1520,18.09,23.73
1521,25.75,31.92
1522,21.99,31.12
1523,19.15,24.57
1524,12.22,38.42
1525,19.09,21.44
1526,40.88,13.68
1527,6.02,33.64
1528,45.91,24.99
1529,3.0,6.94
1530,14.92,23.88
1531,4.01,15.44
1532,34.97,13.17
1533,16.9,29.2
1534,20.31,32.42
1535,4.17,14.82
1536,22.73,24.72
1537,23.0,23.69
1538,5.89,36.77
1539,38.38,28.41
1540,43.91,7.32
1541,0.91,25.28
1545,15.78,23.79
1546,14.62,31.56
1547,39.45,12.33
1548,42.31,5.53
1549,27.56,14.12
1550,3.94,23.03
1551,11.57,24.12
1552,23.0,20.37
1553,26.33,22.55
1554,15.74,36.12
1555,24.63,5.77
1556,40.88,6.34
1557,13.26,33.74
1558,21.16,20.93
1559,47.24,17.37
1560,19.07,15.31
1561,24.46,12.01
1562,21.49,23.87
1563,19.43,23.76
1567,32.12,4.06
1568,23.0,23.61
1569,31.18,12.34
