quadro,x_cm,y_cm
386,34.27,8.95
387,6.24,27.12
388,24.0,16.82
389,24.02,21.38
390,44.39,34.91
391,18.54,21.33
392,26.0,29.2
393,43.44,7.97
394,26.0,38.03
395,22.88,20.53
396,44.52,3.48
397,23.57,22.15
398,10.43,26.84
399,34.83,21.8
400,21.52,13.95
401,14.59,19.71
402,45.01,3.04
403,24.42,13.51
404,45.48,4.88
405,9.37,30.53
406,3.86,23.65
407,43.16,15.37
408,32.41,28.65
409,1.89,27.87
410,22.68,34.1
411,13.11,33.97
412,24.01,24.2
413,17.22,20.05
414,44.58,10.01
415,21.01,30.16
416,32.36,0.3
417,37.76,2.49
420,25.07,23.31
421,12.22,7.59
422,14.23,37.68
423,30.2,35.85
424,26.0,25.49
425,32.51,37.37
426,19.32,21.28
430,8.35,38.16
431,4.67,2.78
432,0.29,24.01
433,17.8,14.52
434,22.49,15.4
435,19.51,24.53
436,24.39,6.13
440,26.0,24.08
441,46.42,11.98
442,24.95,9.56
443,9.65,32.52
444,38.9,27.66
445,20.46,5.76
446,22.28,16.56
447,17.34,24.53
448,10.07,28.64
449,35.4,17.25
450,9.97,10.95
451,23.72,10.03
452,20.07,16.44
453,20.86,20.49
454,7.26,26.54
455,20.62,14.15
456,34.1,11.01
457,10.41,24.83
458,16.0,29.87
459,42.74,8.71
460,24.34,29.66
461,38.98,3.27
462,7.54,15.27
463,47.82,3.81
464,33.02,30.16
465,26.0,33.71
466,43.06,12.93
467,26.0,24.17
468,41.22,12.35
469,19.32,21.66
475,21.19,21.08
476,35.04,4.78
477,39.52,13.61
478,21.06,23.98
479,18.52,31.96
480,5.66,36.24
481,22.47,29.21
482,16.7,23.67
483,1.74,33.83
484,26.0,25.09
485,21.74,26.33
486,16.56,37.91
487,24.94,37.23
490,44.63,5.27
491,16.72,20.81
492,18.51,20.89
493,20.27,16.26
494,14.46,22.61
495,40.62,6.95
496,33.39,7.68
497,19.84,23.21
498,18.4,24.48
499,13.73,31.1
500,17.75,17.9
501,25.23,23.19
502,22.98,21.13
503,37.75,12.84
504,38.59,14.77
505,13.19,37.0
506,26.0,24.09
507,21.19,34.09
508,45.4,34.79
509,15.44,25.09
510,10.25,29.51
511,4.92,26.18
512,26.0,29.45
513,24.57,29.16
514,23.09,28.47
515,22.98,24.17
516,33.22,31.23
517,21.17,19.54
518,3.31,14.94
519,16.46,26.29
520,23.22,14.8
521,40.92,36.51
522,12.43,4.33
523,29.63,23.32
524,7.2,33.01
525,20.16,20.65
526,23.26,14.69
527,0.07,15.32
528,9.65,14.23
529,22.08,37.91
530,20.44,20.62
531,18.62,23.67
532,36.19,25.42
540,24.13,17.7
541,18.11,22.87
542,5.56,16.09
543,45.37,39.08
544,21.86,2.11
548,9.99,27.51
549,33.13,37.57
550,3.65,36.85
551,19.86,13.61
552,18.81,34.23
553,9.88,38.28
554,11.61,12.45
555,8.15,5.48
556,18.86,16.81
557,23.89,25.99
558,26.0,25.57
559,18.63,29.33
560,4.04,3.03
561,42.87,25.29
562,18.08,20.13
563,36.32,15.31
564,23.91,35.28
565,11.7,25.47
569,14.99,31.97
570,23.87,15.15
571,9.5,29.64
572,26.0,32.46
573,19.6,21.96
574,24.99,22.91
575,33.61,17.2
576,40.99,19.2
577,6.08,15.04
578,35.34,29.96
579,21.08,35.64
580,21.73,33.61
581,25.45,24.12
582,20.83,4.97
583,27.57,33.28
584,12.72,29.54
585,24.51,20.5
586,17.61,14.2
587,7.12,9.14
588,4.47,24.89
592,21.86,22.66
593,32.7,2.71
594,41.55,33.63
595,22.7,24.5
596,42.96,6.3
597,14.34,32.62
598,19.72,5.95
599,39.42,16.5
600,14.46,33.85
601,36.07,27.96
602,16.58,14.62
603,18.34,20.3
604,20.93,15.42
605,20.83,28.76
606,13.96,22.01
607,18.95,6.83
608,23.31,20.12
609,6.87,36.98
610,26.0,37.96
611,12.66,38.35
612,24.96,24.25
613,26.0,35.95
614,8.55,11.44
615,16.9,29.78
616,20.4,19.18
617,21.31,32.99
621,21.51,18.44
622,5.73,4.53
623,41.75,19.25
624,26.0,21.99
625,19.1,34.71
626,19.08,39.69
627,23.3,16.08
628,16.77,34.26
631,23.55,23.83
632,26.0,20.82
633,41.65,15.08
634,5.96,29.45
635,24.39,17.63
636,28.81,36.66
637,36.19,10.95
640,29.35,32.48
641,29.98,23.36
642,3.58,14.3
643,16.59,20.59
644,9.35,22.8
645,23.69,18.61
646,25.2,31.83
647,23.62,17.84
648,9.31,39.16
649,17.63,24.25
650,41.98,36.65
651,0.21,3.35
652,34.47,23.26
653,1.73,15.42
654,26.0,38.08
655,2.09,9.78
656,17.98,23.48
657,26.0,27.94
658,4.7,37.3
662,21.69,39.09
663,3.47,32.42
664,2.83,38.49
665,17.21,15.88
666,5.67,21.6
667,12.45,22.34
668,22.37,21.62
669,18.39,24.31
672,18.83,29.95
673,3.85,33.61
674,30.99,36.69
675,23.18,23.54
679,24.15,22.9
680,22.91,36.06
681,41.29,39.12
682,26.0,28.91
683,17.75,14.55
684,46.07,39.34
685,16.48,16.36
686,16.48,21.21
687,19.64,26.96
688,43.08,12.0
689,16.75,13.99
690,33.92,27.07
693,21.98,19.43
694,3.51,38.54
695,14.6,5.3
699,21.9,32.46
700,21.44,24.51
703,23.62,23.05
704,26.0,30.17
705,43.37,28.12
706,21.67,36.17
707,15.97,35.26
708,26.0,31.73
709,20.42,20.26
710,25.35,31.4
711,24.83,18.29
712,33.59,11.4
713,9.36,22.71
714,13.37,16.34
715,24.17,21.01
716,42.51,3.53
717,46.77,24.68
718,25.0,16.04
719,14.71,24.34
720,7.96,32.84
721,5.31,34.07
722,24.04,15.05
723,20.88,20.0
724,2.09,1.58
725,26.0,31.83
726,19.9,22.0
727,16.93,20.92
728,44.11,10.22
729,26.0,21.0
730,22.47,36.32
731,11.17,24.7
732,26.0,27.97
733,21.92,16.2
734,44.02,3.84
735,11.25,28.68
739,4.58,32.46
740,42.48,18.02
741,26.0,35.02
742,28.31,39.25
743,24.93,21.84
744,15.19,29.89
745,14.45,33.41
746,47.35,15.12
747,19.21,5.89
748,21.41,30.18
749,17.0,34.28
750,20.96,16.01
751,30.57,1.84
752,5.11,15.73
753,17.96,21.8
754,18.71,2.98
755,23.74,20.51
756,25.25,20.44
757,9.85,25.89
758,23.63,20.41
759,46.61,16.0
760,0.95,21.66
761,1.7,5.21
762,4.17,23.11
763,12.94,3.52
764,37.68,11.28
765,23.43,23.64
766,43.93,9.08
767,18.45,22.31
768,6.93,30.42
769,19.22,17.18
770,34.0,37.67
771,45.1,15.19
772,39.21,22.72
773,16.86,22.93
774,44.77,5.7
775,26.0,33.82
776,32.56,13.07
777,26.0,20.92
778,26.0,30.66
779,0.94,37.49
780,36.54,25.02
781,24.99,13.6
785,5.7,37.96
786,22.74,21.39
787,26.0,25.97
788,9.8,25.5
789,19.46,22.04
790,19.95,32.37
794,17.13,20.49
795,33.03,7.99
796,20.47,16.9
797,26.0,30.61
798,36.69,14.48
799,6.99,32.76
800,33.43,15.46
801,30.06,36.3
802,16.91,22.07
803,27.52,7.25
804,4.54,23.24
805,20.56,22.69
806,10.3,32.45
807,5.46,26.62
808,19.4,22.16
809,35.5,7.94
810,21.54,23.25
811,36.73,7.65
812,23.99,15.99
813,41.79,6.3
814,18.14,23.33
815,16.74,19.5
816,16.45,21.64
817,29.79,21.4
821,10.98,9.3
822,17.91,23.24
823,11.76,21.59
824,6.44,9.71
825,8.38,27.85
826,23.26,30.9
827,36.39,12.15
828,33.39,18.42
829,24.1,15.71
830,38.59,39.84
831,24.8,20.9
832,4.5,16.52
833,45.16,9.38
834,37.34,14.57
835,24.56,23.72
836,26.0,32.19
839,33.39,25.59
840,37.7,32.4
841,23.01,6.18
842,13.3,22.57
843,23.07,33.57
844,15.33,37.15
845,42.63,32.42
846,21.92,23.97
847,15.74,37.5
848,5.0,18.38
852,8.47,21.33
853,8.36,6.31
857,2.49,9.37
860,12.75,15.94
861,30.77,21.01
862,11.75,2.44
863,35.67,8.01
864,23.22,21.01
865,40.62,25.86
866,38.64,8.5
867,44.0,13.45
868,30.56,34.37
869,6.18,33.25
870,32.02,16.43
871,37.07,15.5
872,6.68,34.25
873,39.51,7.34
874,40.05,23.06
875,12.92,37.45
876,11.31,27.07
877,18.69,23.81
878,21.95,33.99
879,40.39,3.87
882,17.05,22.0
883,18.14,22.55
884,3.23,20.56
885,24.93,22.65
886,19.55,29.47
887,27.87,24.67
888,8.51,30.68
889,20.29,19.44
890,10.29,21.55
891,26.0,36.87
892,18.84,24.15
893,45.25,11.31
894,5.35,19.21
895,4.61,37.22
896,25.58,18.34
899,16.31,25.43
900,5.32,33.63
901,20.79,23.13
902,23.35,21.04
903,40.87,8.03
904,16.08,30.48
905,21.66,23.37
906,22.99,7.95
907,25.2,19.08
908,7.71,24.36
909,24.1,20.3
910,46.14,3.57
911,7.9,7.5
912,6.42,33.43
913,16.82,18.36
914,26.0,22.75
915,14.81,7.46
916,24.63,13.48
917,32.32,35.8
918,42.78,14.43
922,18.73,14.14
923,37.7,9.03
924,35.66,11.31
925,23.26,24.77
926,42.41,4.86
927,46.49,29.46
928,41.42,10.26
929,15.43,18.19
930,23.01,22.02
931,18.47,22.67
932,12.99,30.85
933,38.36,10.86
937,7.79,4.95
938,22.66,19.84
939,26.0,21.79
940,42.75,2.9
941,17.73,16.67
942,24.68,17.27
943,44.86,12.65
944,21.66,10.51
945,16.36,33.22
946,24.33,23.47
947,16.77,21.47
948,12.67,39.11
949,24.02,14.15
950,21.9,33.16
951,20.75,27.5
952,19.9,28.05
953,47.64,14.11
954,13.71,22.89
955,3.06,6.11
956,25.03,20.72
957,26.0,35.86
961,17.3,23.75
962,16.47,18.01
963,47.31,26.12
964,7.77,9.47
965,23.24,14.33
966,8.99,21.79
967,1.1,28.65
970,21.02,33.67
971,24.87,23.92
972,20.66,23.06
973,3.12,23.86
974,23.35,22.71
975,24.27,24.35
976,35.71,5.6
977,11.8,8.47
978,34.2,22.49
979,34.83,8.21
980,23.9,19.57
981,19.35,25.8
982,22.53,16.96
983,34.75,32.51
984,33.4,9.73
985,24.82,16.41
986,20.0,22.3
989,21.71,31.34
990,16.49,21.38
991,14.73,25.54
992,40.9,18.92
993,33.63,23.81
994,34.36,11.96
995,14.23,27.46
996,22.72,23.0
999,20.28,18.35
1000,7.49,32.97
1001,21.31,18.67
1002,20.17,20.33
1003,28.71,1.39
1004,43.51,6.37
1005,14.29,34.94
1006,8.8,31.31
1007,43.25,16.35
1011,46.17,20.37
1012,21.27,20.99
1013,22.56,14.0
1014,18.16,13.54
1015,19.24,21.91
1019,17.75,23.91
1020,6.32,33.98
1021,19.6,19.76
1022,8.11,7.53
1023,35.45,33.1
1024,2.62,30.05
1025,16.47,23.17
1026,18.58,23.03
1027,20.04,23.41
1028,23.5,37.47
1029,20.79,15.92
1030,34.76,8.92
1034,23.42,14.44
1035,43.11,6.96
1036,36.58,4.95
1037,46.47,10.42
1038,4.25,33.98
1039,22.34,32.72
1040,7.49,7.53
1041,10.47,34.64
1042,39.7,14.21
1043,22.19,20.94
1044,17.69,15.67
1045,37.99,15.25
1046,9.77,15.97
1047,2.53,26.99
1048,14.46,30.74
1049,19.43,24.18
1050,41.86,3.8
1051,7.63,20.46
1052,31.64,3.14
1053,18.38,21.66
1054,18.39,15.75
1055,9.84,12.79
1056,38.45,21.58
1057,43.85,3.48
1058,45.43,15.43
1059,7.9,37.56
1060,26.0,21.42
1061,16.46,24.04
1062,23.23,32.05
1063,17.91,19.9
1064,37.99,8.48
1065,23.86,13.96
1066,38.37,13.21
1067,4.62,29.6
1068,39.83,34.62
1069,25.35,21.17
1070,37.51,4.96
1071,40.59,6.56
1072,25.53,25.15
1073,2.11,9.63
1074,16.97,21.0
1075,14.44,34.81
1076,21.01,17.45
1077,20.31,12.54
1078,10.2,20.91
1079,25.38,14.37
1080,9.94,33.71
1081,22.19,20.53
1082,42.31,17.11
1086,8.3,28.71
1087,22.79,23.77
1088,33.3,21.22
1089,16.21,24.41
1090,24.98,23.16
1091,27.71,23.81
1092,26.0,37.68
1093,26.0,33.59
1094,21.4,20.21
1095,14.59,23.8
1096,23.69,18.5
1097,21.54,24.97
1098,22.97,21.51
1099,16.94,24.35
1100,10.89,25.06
1101,33.99,9.0
1102,17.05,16.56
1103,25.47,22.76
1104,26.0,23.12
1105,19.95,21.31
1106,15.5,25.15
1107,9.23,12.01
1108,21.37,23.21
1109,17.92,28.41
1110,34.07,19.38
1111,16.92,24.34
1112,0.23,31.97
1113,43.83,7.54
1114,26.0,34.95
1115,12.97,34.88
1116,39.63,28.37
1117,12.15,29.91
1118,17.56,21.51
1119,26.26,8.42
1120,24.14,17.34
1121,18.76,29.39
1122,1.47,29.34
1123,16.21,28.44
1124,3.05,4.61
1125,25.19,23.33
1126,26.0,28.6
1127,26.0,24.49
1128,11.21,24.54
1129,26.0,33.87
1130,24.76,11.99
1131,9.92,35.56
1132,4.47,35.22
1133,34.64,2.88
1134,12.73,23.4
1135,19.44,22.05
1136,7.71,37.55
1137,24.94,18.4
1138,6.16,8.94
1139,21.14,16.02
1140,9.32,25.53
1144,17.81,16.63
1145,17.32,22.02
1148,17.61,19.74
1149,17.96,16.06
1150,7.63,26.5
1151,30.85,24.0
1152,16.9,14.75
1153,9.85,24.31
1154,18.29,17.08
1155,4.16,13.25
1156,4.9,9.89
1157,41.46,16.31
1158,26.0,24.43
1159,46.98,36.6
1160,15.53,28.74
1161,22.16,4.11
1162,5.07,22.78
1163,39.81,6.7
1167,41.25,6.62
1168,19.54,21.22
1169,3.99,17.47
1170,35.58,11.05
1171,42.74,23.72
1172,15.72,29.78
1173,25.18,17.36
1174,16.48,22.59
1175,26.0,22.69
1176,37.98,13.26
1177,11.33,8.93
1183,28.83,39.97
1184,19.32,19.32
1187,8.78,38.34
1188,31.74,32.76
1189,35.82,6.06
1190,37.15,16.54
1191,23.75,24.0
1192,18.5,36.31
1193,39.57,6.88
1194,21.21,21.69
1195,18.45,23.66
1196,19.57,17.53
1197,3.04,23.82
1198,24.73,33.59
1199,37.02,5.51
1200,9.56,26.58
1201,22.2,20.65
1202,25.36,28.56
1206,3.69,31.88
1207,28.55,18.04
1208,17.32,19.58
1209,13.19,24.19
1210,19.38,22.92
1211,4.22,24.43
1212,39.75,37.91
1213,10.96,36.68
1214,23.16,20.67
1215,15.66,27.7
1216,9.31,30.31
1217,19.61,33.51
1218,18.24,29.01
1219,26.0,29.85
1220,20.95,18.05
1221,26.0,23.84
1222,11.97,38.21
1223,25.29,23.38
1224,22.65,16.67
1225,7.84,33.41
1226,14.83,23.84
1227,21.91,18.32
1228,41.25,24.57
1229,12.71,35.57
1232,2.41,21.09
1233,21.42,19.49
1234,17.7,26.56
1235,17.77,21.2
1238,24.42,22.69
1239,2.86,16.15
1240,24.12,37.75
1241,26.12,18.69
1242,3.4,37.05
1243,7.18,35.96
1244,7.73,29.67
1245,7.23,23.21
1246,18.42,4.81
1247,9.95,23.38
1248,1.5,27.0
1249,18.89,15.17
1250,30.44,3.95
1251,35.07,7.26
1252,22.83,23.23
1253,26.0,31.27
1257,26.95,1.3
1258,9.19,24.98
1259,35.82,3.1
1260,7.46,27.25
1261,22.54,19.35
1262,22.98,21.57
1263,26.0,34.67
1264,21.64,18.66
1265,18.04,24.57
1266,39.22,14.84
1267,36.92,12.6
1268,2.85,25.39
1269,14.53,32.89
1270,47.97,27.53
1274,9.62,20.67
1275,1.71,28.88
1278,8.47,30.23
1279,25.23,35.0
1280,7.31,37.57
1281,45.49,9.76
1282,20.33,14.47
1283,26.0,32.41
1284,7.92,27.03
1285,25.52,22.27
1286,25.09,26.23
1289,24.81,32.73
1290,42.41,3.42
1293,21.68,15.71
1294,7.27,22.43
1295,17.55,31.69
1296,35.62,26.55
1297,18.44,21.53
1298,20.56,20.89
1299,46.18,5.81
1300,7.05,29.36
1301,21.78,16.13
1302,23.39,20.78
1303,41.47,33.45
1304,37.59,9.09
1307,26.0,35.06
1311,39.96,2.82
1312,22.09,0.99
1316,18.82,22.77
1317,17.5,26.28
1318,9.13,27.83
1319,20.87,8.35
1320,44.18,32.85
1321,14.48,26.16
1322,22.02,29.16
1323,17.56,21.49
1324,43.43,3.43
1325,29.39,27.11
1326,25.61,24.51
1327,27.71,13.75
1328,13.43,32.04
1329,20.42,20.36
1330,21.88,20.07
1334,23.58,5.81
1335,24.06,8.81
1336,7.6,1.75
1337,26.0,25.58
1338,20.51,15.34
1339,26.0,32.67
1340,20.54,22.33
1341,7.28,24.94
1342,9.81,30.68
1343,17.4,21.52
1344,14.5,26.35
1345,20.23,24.3
1346,9.35,8.2
1347,23.07,18.24
1348,2.17,1.71
1349,14.15,25.52
1352,39.97,19.17
1353,22.71,24.17
1354,15.22,21.3
1355,40.84,2.44
1356,18.23,20.81
1357,34.43,39.06
1358,25.06,15.76
1359,34.37,10.96
1360,17.85,12.98
1361,26.0,38.33
1362,10.27,32.87
1363,26.0,28.79
1364,7.7,26.57
1365,3.36,24.79
1366,33.2,3.23
1367,3.62,36.51
1368,21.68,22.92
1371,25.49,34.19
1372,20.18,14.14
1373,7.52,35.23
1374,26.0,27.53
1375,23.81,31.02
1376,17.64,22.42
1377,37.82,7.31
1378,7.77,28.09
1379,24.25,21.92
1380,18.6,7.54
1381,40.21,31.24
1382,20.84,15.14
1383,11.58,10.45
1384,3.46,9.69
1385,2.57,23.88
1386,18.42,23.71
1387,20.44,24.35
1388,10.47,33.74
1389,5.08,10.94
1390,23.94,20.65
1391,25.45,22.8
1392,40.41,34.48
1393,24.38,18.2
1394,44.04,19.0
1395,4.75,11.87
1396,5.1,9.97
1397,24.2,20.39
1398,26.0,30.94
1402,18.03,20.58
1403,37.81,30.9
1404,5.04,7.56
1405,42.43,11.99
1408,15.92,30.23
1412,26.0,38.0
1413,19.91,18.7
1414,26.0,35.51
1415,26.0,21.05
1416,4.63,37.07
1417,6.26,35.06
1420,5.52,30.02
1421,3.74,22.74
1422,7.43,16.13
1423,34.2,18.33
1424,6.17,30.91
1425,28.45,33.93
1426,17.9,14.98
1427,23.57,21.06
1428,18.54,31.57
1429,37.91,14.92
1430,21.97,22.05
1431,26.0,29.58
1432,12.52,16.04
1433,22.07,34.36
1434,18.03,33.0
1435,26.0,28.4
1436,24.08,20.87
1437,22.21,18.16
1438,44.21,12.48
1439,16.75,21.98
1440,22.64,16.34
1441,38.58,10.15
1442,2.4,29.01
1443,45.06,14.95
1444,16.59,13.8
1445,16.56,36.95
1446,9.67,1.47
1447,6.25,14.19
1448,18.28,21.42
1449,24.51,14.15
1450,35.79,6.63
1451,20.2,18.46
1452,3.8,30.18
1453,26.0,20.52
1454,23.92,13.76
1455,6.64,13.82
1456,31.15,26.03
1457,7.25,36.88
1458,43.49,4.1
1459,20.18,23.84
1460,26.0,22.18
1461,21.17,24.23
1462,11.34,35.38
1463,3.17,1.85
1464,10.85,37.87
1465,16.46,13.45
1466,37.51,37.43
1467,43.09,31.13
1468,26.0,29.46
1469,9.45,33.69
1470,18.31,21.76
1471,33.49,30.77
1472,7.95,37.81
1482,21.13,16.32
1483,20.39,13.64
1484,20.35,30.46
1485,23.4,20.81
1486,23.54,21.85
1487,22.01,21.9
1488,18.41,24.0
1489,21.36,17.34
1490,16.71,21.56
1491,44.8,34.32
1492,12.08,21.54
1493,1.44,16.58
1494,23.15,18.3
1495,12.64,8.83
1496,26.0,34.39
1497,21.67,14.4
1498,22.12,31.77
1499,24.35,28.49
1500,20.51,16.18
1501,18.36,4.87
1502,42.99,26.18
1503,16.34,27.95
1504,6.64,4.83
1505,17.72,25.74
1506,19.99,23.99
1509,18.23,22.58
1510,16.39,25.66
1511,10.96,35.48
1512,28.86,12.77
1513,23.72,22.91
1514,44.97,30.43
1515,19.74,33.0
1516,20.43,21.14
1517,17.53,24.12
1518,43.44,7.99
1519,37.03,28.34
1520,1.27,34.22
1521,25.36,18.45
1522,32.91,38.56
1523,34.51,10.16
1524,21.3,21.6
1525,38.21,24.44
1526,26.0,26.53
1527,25.49,20.98
1528,20.08,29.42
1529,6.33,14.17
1530,40.64,10.48
1531,26.0,31.48
1532,23.62,23.39
1533,14.12,3.33
1534,22.63,27.61
1535,12.24,2.76
1536,24.52,10.12
1537,25.05,34.79
1538,24.98,24.28
1539,37.13,13.22
1540,20.67,22.78
1541,27.0,26.79
1542,20.86,20.86
1543,22.16,18.0
1544,0.8,12.44
1545,23.98,22.07
1546,20.8,14.31
1547,26.0,33.63
1548,36.41,14.31
1549,6.69,37.67
1550,20.93,14.92
1551,18.77,16.94
1552,24.46,29.93
1553,18.54,20.1
1554,4.33,31.88
1555,3.88,26.03
1556,26.0,20.98
1557,30.68,0.36
1558,38.28,22.08
1559,16.12,37.13
1560,17.38,9.57
1561,5.14,37.64
1562,5.55,37.11
1563,24.11,17.48
1564,33.03,16.08
1565,3.46,28.53
1566,9.74,29.33
1567,21.25,29.69
1568,16.62,37.95
1569,19.69,27.22
1570,10.91,30.85
1571,23.82,26.66
1572,5.33,14.61
1573,22.59,13.84
1574,7.72,5.22
1575,41.25,20.53
1576,5.04,8.46
1577,25.54,17.61
1578,20.53,22.15
1579,37.83,35.63
1580,27.23,35.48
1581,40.37,8.4
1582,23.45,22.26
1583,41.32,6.76
1584,12.89,6.08
1585,37.46,3.6
1586,43.29,13.89
1587,24.6,23.26
1588,11.82,3.81
1589,13.49,24.8
1590,11.61,11.86
1591,25.38,17.8
1592,18.9,13.73
1593,4.07,3.62
1594,37.42,11.93
1595,20.54,21.42
1596,17.4,14.7
1597,22.31,1.93
1600,10.62,27.82
1601,20.75,23.76
1602,21.66,21.26
1603,38.06,24.25
1604,34.93,12.58
1605,42.42,3.77
1606,22.03,13.74
1607,18.97,15.77
