quadro,x_cm,y_cm
353,24.0,30.79
354,11.75,34.26
355,24.0,30.14
356,30.09,13.84
357,14.0,37.85
358,21.28,23.29
362,17.77,15.69
363,2.97,29.44
364,22.89,2.03
365,6.49,36.29
366,16.25,22.98
367,20.35,25.72
368,14.32,33.32
369,24.0,29.05
370,18.67,21.43
371,19.5,25.15
372,38.86,15.15
373,15.03,26.48
374,36.22,15.59
375,25.68,15.16
376,42.2,5.03
377,31.58,34.98
378,18.32,23.48
379,15.43,25.47
380,39.82,39.04
381,19.93,24.22
384,17.15,14.48
388,12.78,35.91
389,31.82,3.82
390,28.55,8.5
391,29.32,3.91
392,24.0,23.33
393,45.21,18.82
394,13.15,27.92
395,17.28,22.6
396,24.72,22.29
397,44.62,1.52
400,19.52,25.58
401,15.65,18.18
402,18.09,1.9
403,22.03,22.02
404,17.28,22.88
405,6.26,31.68
406,20.42,16.53
407,22.15,25.6
410,1.95,8.1
411,17.25,24.68
412,5.0,13.67
413,32.82,4.0
414,23.36,23.84
415,22.97,16.75
416,3.06,32.78
417,1.82,15.51
418,16.86,33.08
419,17.9,17.03
420,10.93,39.02
421,7.6,4.73
422,3.94,37.62
423,47.74,0.4
424,22.73,20.56
425,13.31,32.94
426,21.47,26.32
427,17.82,22.99
428,2.65,22.36
429,18.58,25.89
430,32.74,15.16
431,6.97,9.58
432,19.5,17.93
433,18.52,15.43
437,3.93,30.77
438,6.87,23.45
439,21.3,24.32
440,27.82,13.09
441,9.14,27.47
442,5.15,29.79
443,14.93,3.42
444,45.35,10.37
445,24.0,25.5
446,26.78,24.13
447,24.0,33.7
448,41.87,7.3
449,27.45,39.63
450,10.97,34.35
451,22.62,23.51
452,14.86,31.91
453,20.17,19.89
454,17.18,25.45
457,23.18,22.56
458,19.19,20.04
459,21.32,24.54
460,20.92,16.02
461,32.98,13.9
462,12.42,34.28
463,19.04,36.36
464,21.91,20.79
465,38.74,1.66
466,19.76,32.73
467,40.05,9.99
468,37.95,13.44
469,4.84,35.53
470,29.43,3.76
471,46.12,1.62
472,19.98,15.05
473,24.0,31.56
474,15.45,35.87
475,15.97,28.3
476,12.37,35.38
477,24.0,28.09
478,37.33,25.59
479,12.5,7.78
480,16.12,22.93
481,16.33,17.97
482,24.0,38.13
483,33.02,29.58
484,9.62,16.03
485,46.3,25.03
486,4.73,24.59
487,7.41,12.69
488,22.66,16.3
489,20.09,20.15
490,22.66,23.67
491,35.62,12.47
492,37.91,6.66
493,24.0,32.98
494,20.53,15.02
495,46.16,14.52
496,16.76,30.33
497,24.0,33.71
498,28.56,35.39
499,30.71,19.06
500,20.25,19.09
501,31.48,2.97
502,5.82,10.72
503,44.07,4.4
504,19.06,26.86
505,13.5,22.0
506,34.01,5.11
507,15.44,27.87
508,19.27,15.48
509,2.47,1.72
510,16.58,24.4
511,22.92,21.23
512,34.05,3.25
513,4.84,25.06
514,2.71,13.13
515,19.88,19.48
516,40.45,5.97
517,11.4,7.34
518,46.39,36.77
519,34.11,12.15
520,3.73,26.65
521,29.07,22.67
522,22.31,17.95
523,18.7,23.8
524,35.66,18.56
525,9.57,30.48
526,10.23,21.58
527,19.55,20.77
528,15.89,19.78
529,9.76,35.39
530,24.69,29.47
531,15.55,20.12
532,1.34,33.53
533,24.0,32.31
534,22.58,21.93
535,45.77,14.03
536,28.9,36.44
537,17.95,22.65
538,38.82,9.58
539,24.93,31.49
540,2.48,18.69
541,33.37,11.84
544,17.32,19.59
545,25.76,32.16
546,45.09,2.71
547,29.27,12.26
548,2.96,33.68
549,11.88,4.75
550,15.73,31.41
551,10.3,24.53
552,12.23,38.3
553,2.42,22.1
554,46.24,4.02
555,14.41,29.28
556,20.93,3.22
557,19.44,24.89
558,17.85,3.07
559,39.92,14.77
560,17.77,12.39
561,26.09,3.6
565,21.26,21.83
566,18.73,22.44
567,21.19,16.66
568,38.48,22.66
569,37.71,25.26
570,24.0,32.3
571,18.4,24.19
575,17.27,16.52
576,16.49,11.79
577,3.89,10.39
578,17.8,24.64
579,45.76,18.79
580,18.54,24.58
581,15.73,25.01
582,13.56,33.91
583,31.33,17.28
584,10.22,30.7
585,16.26,23.82
586,17.59,25.0
587,31.57,11.31
588,37.05,5.46
589,23.42,28.61
590,44.38,17.29
591,14.53,36.87
592,3.82,22.39
593,20.88,21.99
594,8.26,28.16
595,19.75,34.49
596,16.74,18.06
599,40.2,6.54
600,11.04,31.2
601,23.56,25.03
602,21.71,31.16
603,15.78,25.08
604,24.0,22.81
605,8.53,31.51
606,21.44,38.37
607,5.27,25.85
608,23.08,21.65
609,19.04,4.75
610,20.63,27.5
611,3.57,14.6
612,17.46,22.05
613,42.15,15.21
614,3.72,33.84
615,30.5,37.19
616,24.0,26.95
617,18.73,22.31
618,4.71,25.44
619,26.45,34.7
620,36.16,33.55
621,19.13,3.08
622,16.35,19.59
623,19.92,16.25
624,41.0,35.4
625,1.23,25.22
626,9.45,31.52
627,24.0,35.77
628,37.21,11.54
629,6.29,36.24
630,6.45,29.0
631,16.38,22.33
632,17.16,18.82
639,20.43,21.03
640,16.02,18.93
641,23.53,38.1
642,5.4,4.65
643,3.14,28.32
644,24.0,30.19
645,5.14,7.53
646,8.05,25.42
647,16.98,23.45
648,22.52,24.08
649,21.32,15.89
650,22.2,22.67
651,4.94,34.38
654,35.11,25.66
655,17.24,22.25
656,19.46,21.49
657,11.31,37.95
658,21.16,22.75
659,18.97,19.07
660,37.45,28.49
661,14.08,37.68
662,27.06,25.71
663,10.81,33.85
664,16.51,10.77
665,20.12,23.32
666,16.96,19.53
667,23.58,15.9
668,11.21,33.41
669,33.27,37.81
670,18.0,22.67
671,17.8,21.34
672,20.19,20.03
673,28.43,11.22
674,24.0,33.44
675,32.55,28.92
676,6.41,12.01
677,1.61,24.93
678,37.53,7.17
679,8.11,26.17
680,44.47,2.89
683,0.55,18.83
684,4.32,16.3
685,18.57,14.77
686,2.97,16.03
687,22.67,17.53
688,15.65,17.41
689,22.48,21.9
690,19.14,23.35
691,19.59,16.92
692,10.51,36.2
693,24.0,26.45
694,7.1,26.98
695,20.14,30.0
696,4.22,33.09
697,18.82,23.21
698,38.24,8.87
699,44.28,6.98
700,34.7,4.83
701,22.61,22.12
702,36.89,14.4
705,29.4,20.06
706,35.52,10.99
707,23.18,23.84
708,27.17,19.39
709,14.32,28.19
710,12.8,24.84
711,15.92,39.25
712,46.01,10.34
713,47.33,23.25
714,19.04,25.4
715,43.51,0.31
716,20.54,25.29
717,17.05,37.8
718,19.27,23.37
719,3.98,38.55
720,8.46,29.14
721,22.17,23.42
722,36.2,3.57
723,22.75,16.89
724,15.66,22.93
725,47.25,20.35
726,33.19,12.55
727,14.46,39.67
728,16.91,27.65
732,45.86,0.08
733,36.88,15.06
734,11.36,23.47
735,4.12,28.92
736,21.38,27.09
737,38.78,10.01
738,9.86,16.2
739,10.81,35.96
740,23.41,8.71
741,28.61,33.4
742,45.39,35.02
743,20.31,30.82
744,36.71,35.71
745,18.59,14.44
746,13.81,35.32
747,27.63,37.56
748,6.41,31.51
749,37.14,14.6
750,6.24,15.26
751,21.04,29.52
752,16.54,16.3
755,3.35,37.71
756,42.88,27.39
757,43.6,8.83
758,16.7,24.29
759,22.49,22.57
760,29.11,31.14
761,24.0,24.94
762,17.51,22.93
763,44.71,14.92
764,16.4,20.74
765,20.85,28.27
766,23.03,22.73
767,2.56,2.05
768,23.59,18.32
772,18.04,34.33
773,24.0,34.99
774,14.84,26.75
775,21.87,22.03
776,17.8,22.07
777,38.04,10.81
778,17.37,21.48
779,38.7,4.58
780,38.06,9.35
781,17.21,23.39
785,16.54,17.27
786,22.02,32.5
787,22.3,20.5
791,21.02,21.18
792,5.89,25.27
793,24.0,30.98
794,34.79,10.24
795,6.09,14.2
796,39.83,28.2
797,24.0,36.66
798,44.2,4.36
799,22.36,24.34
800,15.06,13.0
801,24.0,24.81
802,45.71,12.46
803,21.22,18.05
804,38.84,36.54
805,17.15,31.93
806,2.64,36.72
807,14.88,29.69
808,40.32,25.8
809,24.0,30.16
810,19.31,20.66
811,21.17,21.83
812,18.51,20.89
813,40.01,1.55
814,7.75,14.79
815,9.93,17.92
816,17.35,32.57
817,42.73,23.07
818,22.41,16.29
819,24.0,25.47
820,42.89,17.58
821,23.49,39.74
822,5.49,24.01
823,2.33,3.56
824,1.91,34.43
828,15.66,25.6
829,19.63,20.64
830,21.81,22.2
831,25.68,35.08
834,25.92,38.53
835,40.83,10.18
836,22.11,34.22
837,21.7,24.17
838,15.74,15.19
839,19.21,24.89
843,19.5,24.24
844,40.28,30.12
845,30.41,36.32
846,37.4,36.1
847,0.67,11.19
848,34.19,23.85
849,25.05,38.02
850,21.89,22.25
851,35.86,30.51
852,16.9,23.99
853,19.98,32.13
854,16.13,30.71
855,24.0,35.77
856,35.59,10.13
857,19.45,24.94
860,16.09,21.92
861,21.11,16.14
862,18.93,14.69
863,20.76,24.9
864,22.58,19.77
865,8.48,24.83
866,21.09,25.55
867,3.78,16.13
868,27.18,36.75
869,15.87,28.25
870,25.45,30.89
871,0.22,3.92
872,15.84,26.27
873,33.45,7.83
874,5.53,4.92
875,8.74,25.72
876,16.8,20.74
877,8.74,37.83
878,17.41,25.07
879,19.06,23.08
880,9.12,33.39
881,22.51,34.0
882,45.37,34.69
883,21.26,22.63
884,10.16,35.44
885,16.71,17.47
886,38.45,3.28
887,30.44,26.64
888,46.64,38.61
889,21.93,25.77
890,19.41,22.34
891,40.64,2.13
892,35.01,13.47
893,21.66,24.84
894,21.32,23.61
895,16.36,35.33
896,21.6,23.88
897,24.0,30.38
898,28.33,25.7
899,19.33,22.88
900,20.67,25.41
901,22.69,16.39
902,6.85,9.69
903,14.15,29.42
904,42.46,2.02
905,22.04,19.56
906,16.21,14.95
907,20.07,18.48
908,6.59,28.33
909,41.82,11.03
910,23.43,16.22
911,3.42,38.37
912,2.65,34.73
913,12.07,28.71
914,42.52,5.46
915,24.0,32.3
916,45.75,17.45
917,21.38,22.84
918,23.05,29.2
919,28.09,6.55
920,8.51,31.16
921,45.16,15.53
922,15.41,24.75
923,28.0,15.59
924,19.68,28.81
925,16.7,15.11
926,23.39,15.72
927,14.57,26.81
928,24.0,30.0
929,22.13,24.51
930,19.3,25.75
931,5.86,27.48
932,20.01,28.31
933,22.3,3.93
934,20.96,21.53
935,18.09,20.94
936,10.82,4.15
937,20.91,24.66
938,26.04,28.18
939,2.76,37.24
940,32.19,10.34
941,41.2,11.62
942,17.88,29.63
943,39.12,15.4
944,46.78,22.12
945,24.0,32.83
946,22.64,33.82
947,15.24,29.11
948,24.0,23.58
949,17.94,9.78
950,18.05,34.8
951,6.54,2.35
954,9.86,26.84
955,23.05,25.28
956,44.46,31.72
957,18.83,16.6
958,27.21,7.81
959,20.04,24.99
960,15.72,22.81
961,7.4,31.06
962,36.27,10.04
966,17.95,27.34
967,19.2,24.14
968,42.74,11.52
969,22.24,36.27
970,22.99,20.7
971,21.4,37.96
972,20.79,24.25
973,18.62,21.44
974,15.76,23.38
975,2.37,18.5
976,20.03,33.53
977,12.53,27.03
978,22.89,30.5
979,16.75,22.24
983,21.31,20.12
984,16.24,21.75
985,12.57,5.66
986,35.26,11.32
987,43.67,16.98
988,23.13,7.53
989,17.16,29.38
990,7.01,31.85
991,30.8,27.66
992,47.79,1.59
993,9.2,27.17
994,31.99,7.12
995,22.05,25.01
996,8.91,38.03
1000,24.0,29.57
1001,41.37,2.05
1002,34.25,7.47
1003,2.83,30.41
1004,20.0,20.26
1005,23.2,25.31
1006,6.35,1.74
1007,14.12,24.4
1008,21.54,21.51
1009,14.6,35.16
1010,6.92,21.44
1011,47.36,24.34
1012,38.51,33.2
1013,22.32,22.39
1014,22.38,23.94
1015,44.65,6.49
1016,35.46,9.64
1017,45.35,25.02
1018,10.61,4.16
1019,8.73,25.89
1020,30.17,16.23
1023,9.76,13.63
1024,24.0,36.74
1025,3.16,27.64
1026,21.71,16.84
1027,12.27,11.05
1028,16.84,22.38
1032,19.06,16.81
1033,16.63,24.15
1034,18.96,19.34
1035,10.27,5.54
1038,41.4,3.2
1039,23.4,29.14
1040,11.09,3.88
1044,16.07,15.45
1045,20.52,17.63
1046,5.49,29.94
1047,16.1,17.53
1048,20.17,23.92
1049,38.7,15.28
1050,12.25,28.58
1051,34.24,11.69
1052,41.01,37.83
1053,4.16,33.6
1054,10.8,2.17
1055,16.93,38.2
1056,9.17,25.85
1057,17.53,22.11
1058,17.28,17.14
1059,28.47,30.71
1060,16.45,28.64
1064,13.33,25.93
1065,37.28,5.29
1066,23.54,21.93
1067,14.32,31.61
1068,18.85,21.44
1069,2.89,28.09
1070,24.0,26.23
1071,21.52,29.93
1072,24.0,28.5
1073,20.83,24.98
1074,20.02,18.8
1075,40.48,29.02
1076,14.58,19.65
1077,24.0,38.21
1078,15.76,17.43
1079,15.77,22.29
1080,19.88,30.08
1084,38.21,13.56
1085,44.29,10.06
1086,19.67,5.58
1087,18.84,24.11
1088,19.77,23.87
1089,21.71,10.4
1090,19.55,32.34
1091,22.96,16.16
1092,20.14,24.66
1093,44.88,5.61
1094,8.65,23.19
1095,21.17,22.25
1096,11.11,36.08
1099,45.31,20.83
1100,8.28,27.94
1101,32.19,38.14
1102,33.61,8.06
1103,15.52,14.41
1104,22.94,23.3
1105,10.11,30.17
1106,22.66,4.42
1107,9.99,2.57
1108,17.35,23.69
1109,18.59,23.44
1110,20.03,22.54
1111,3.02,33.76
1112,7.01,32.46
1115,24.0,27.96
1116,18.3,18.27
1117,17.77,31.43
1118,14.59,18.47
1119,8.29,11.49
1120,19.85,1.34
1121,21.58,38.1
1122,45.48,0.05
1123,15.44,30.72
1124,11.48,5.6
1127,23.47,29.47
1128,32.76,11.28
1129,22.18,16.16
1130,42.73,6.12
1131,22.98,37.93
1132,8.76,32.43
1133,40.13,5.47
1134,38.5,38.11
1135,6.46,35.59
1136,18.47,16.83
1137,14.39,36.44
1138,38.79,14.49
1139,27.38,22.2
1140,27.16,25.28
1141,3.16,3.52
1144,22.73,32.61
1145,11.04,15.46
1148,7.16,32.16
1149,19.18,3.31
1150,15.6,36.92
1151,10.48,33.93
1152,4.59,38.17
1153,20.86,22.52
1154,20.53,15.55
1155,18.92,26.29
1156,13.16,33.79
1157,19.31,23.43
1158,20.09,22.21
1159,22.81,21.49
1160,19.92,22.43
1161,26.0,24.15
1162,7.9,30.45
1163,12.43,37.89
1164,21.69,23.99
1165,9.1,37.14
1166,9.16,27.02
1167,23.38,19.89
1168,16.99,37.73
1169,17.31,24.14
1170,24.0,28.13
1171,24.0,25.06
1172,20.73,18.97
1173,17.47,28.25
1174,31.56,15.17
1175,44.5,7.2
1176,30.11,30.07
1177,17.93,22.82
1178,7.93,26.71
1179,21.74,20.06
1180,20.13,7.45
1181,5.91,26.27
1182,17.42,23.68
1183,10.81,33.96
1184,19.55,38.35
1185,12.77,13.35
1186,1.9,13.52
1187,8.31,13.35
1188,18.38,24.73
1189,15.92,21.52
1190,34.02,9.55
1191,14.51,34.07
1192,4.56,10.65
1193,32.01,18.24
1194,17.57,27.07
1195,17.7,24.9
1196,36.54,4.0
1199,21.83,19.05
1200,29.15,34.66
1201,20.17,19.52
1202,3.73,38.38
1203,24.0,35.09
1204,16.54,24.42
1205,4.71,14.91
1206,39.41,28.3
1207,6.5,26.91
1208,22.2,23.66
1209,20.87,25.21
1210,6.87,36.99
1211,5.14,26.88
1212,18.78,23.73
1213,16.81,23.84
1217,24.0,37.91
1218,6.29,24.21
1219,16.53,22.57
1220,39.83,5.75
1221,15.9,27.32
1222,17.55,21.43
1223,5.43,13.46
1226,19.91,30.79
1227,22.03,22.47
1228,10.07,8.91
1229,7.5,37.0
1230,20.97,24.21
1231,18.0,17.94
1234,21.15,18.05
1235,24.0,28.43
1236,39.02,34.09
1237,12.22,38.0
1238,41.19,7.17
1239,19.24,23.16
1240,1.96,4.62
1241,8.55,31.09
1242,24.0,29.51
1243,23.35,19.24
1244,12.37,37.53
1245,5.17,38.26
1246,15.86,23.97
1247,32.08,32.48
1248,2.47,35.55
1249,23.15,25.03
1250,24.0,26.07
1251,16.02,24.2
1252,44.51,27.84
1253,24.0,27.54
1254,9.09,2.61
1255,39.87,23.92
1256,35.22,6.38
1257,20.55,18.23
1258,34.1,7.86
1259,17.03,24.31
1260,44.91,17.84
1263,5.74,3.34
1264,16.94,26.76
1268,47.71,26.89
1269,18.6,24.94
1270,40.04,4.19
1271,7.77,36.91
1275,1.62,14.75
1276,15.77,22.97
1277,6.4,23.75
1278,18.09,5.25
1279,47.5,21.18
1280,13.06,15.76
1281,13.62,33.61
1282,12.01,32.69
1283,8.4,28.76
1284,24.0,24.87
1285,41.81,36.75
1286,20.87,15.87
1287,21.9,20.22
1288,6.37,33.56
1289,43.54,11.74
1290,46.85,37.76
1291,17.88,24.78
1292,10.58,37.01
1293,18.69,22.89
1296,18.04,15.41
1297,13.93,31.56
1298,22.12,3.98
1299,23.64,22.78
1300,17.72,18.34
1301,21.19,28.86
1302,18.3,24.61
1306,24.0,28.68
1307,17.39,21.58
1308,8.19,34.53
1309,21.43,28.87
1310,21.83,20.9
1311,44.25,7.85
1312,19.8,21.31
1313,24.0,35.72
1314,16.77,21.7
1315,7.21,17.63
1316,44.2,35.38
1317,17.47,37.78
1318,27.67,25.45
1319,31.2,19.94
1320,40.77,6.28
1321,21.72,24.91
1322,40.14,31.79
1323,19.0,15.17
1327,32.15,25.87
1328,15.55,16.41
1329,21.13,24.6
1330,19.01,28.19
1331,24.0,26.01
1332,15.06,21.61
1333,5.76,28.74
1334,21.06,17.16
1335,9.97,22.34
1342,24.0,29.36
1343,44.27,5.71
1344,7.41,12.61
1345,22.59,19.58
1346,22.25,24.53
1347,0.31,10.07
1348,32.16,8.19
1349,20.0,28.17
1350,12.45,31.4
1351,21.89,15.63
1352,21.73,24.91
1353,13.13,36.46
1354,20.2,21.67
1355,22.62,23.02
1356,21.85,28.71
1357,17.4,23.5
1358,42.05,14.46
1359,15.21,31.28
1363,32.28,10.02
1367,17.56,19.92
1368,24.0,27.28
1369,19.08,24.94
1370,44.0,16.02
1371,39.77,7.14
1372,20.81,25.29
1373,15.69,21.73
1374,6.85,21.45
1375,20.75,9.9
1378,14.76,27.23
1379,40.4,10.5
1380,17.45,17.04
1381,31.61,33.93
1382,42.41,1.81
1383,16.06,20.48
1384,20.12,24.18
1385,26.85,27.22
1386,9.47,33.23
1387,8.83,32.42
1388,22.42,19.88
1389,34.12,8.05
1390,21.77,23.93
1391,44.83,2.15
1392,19.43,38.09
1398,16.18,19.26
1399,9.74,11.93
1400,14.85,24.15
1406,2.83,31.35
1407,16.04,25.57
1408,19.98,26.35
1409,14.14,4.71
1410,11.15,30.21
1413,23.06,15.74
1414,36.11,3.2
1417,37.97,9.98
1418,5.6,28.94
1419,5.26,25.6
1420,16.56,23.46
1421,15.29,25.29
1422,44.22,11.08
1423,9.9,2.37
1424,5.86,35.74
1425,32.52,22.38
1426,37.83,15.01
1427,6.02,26.14
1428,18.88,21.43
1429,8.22,24.8
1430,6.67,36.68
1431,7.4,26.6
1432,13.2,23.98
1433,3.09,9.25
1434,41.31,15.37
1435,13.51,6.18
1436,18.27,24.05
1437,18.81,34.76
1438,30.83,2.49
1439,24.0,27.11
1443,34.38,14.91
1444,16.11,21.98
1445,18.52,22.96
1446,20.26,20.83
1447,28.61,25.86
1448,5.26,12.94
1449,38.04,7.33
1450,16.75,19.61
1451,25.73,35.69
1452,21.01,24.48
1453,8.83,32.61
1457,24.0,37.65
1458,19.91,14.99
1459,23.22,17.03
1460,23.71,25.7
1461,24.0,28.16
1462,20.91,16.43
1463,23.2,28.7
1464,33.42,38.38
1465,43.25,5.93
1466,46.04,19.47
1467,5.33,35.37
1468,16.12,22.16
1469,8.3,31.39
1473,20.07,22.38
1474,15.6,21.63
1475,44.23,14.01
1476,2.81,25.42
1477,46.49,4.71
1478,24.0,33.21
1479,35.15,25.92
1480,41.87,12.47
1481,24.0,22.01
1482,1.43,9.55
1483,20.21,38.2
1484,16.22,17.87
1487,18.76,21.79
1488,3.51,21.96
1489,4.78,19.0
1490,24.0,26.58
1491,22.75,39.58
1492,20.99,18.99
1493,32.84,13.83
1494,17.84,22.16
1495,3.07,1.77
1496,24.0,23.44
1497,30.86,13.63
1498,36.06,25.12
1499,17.27,36.69
1500,33.08,11.61
1501,18.08,18.93
1502,22.33,25.57
1503,19.71,18.36
1504,20.92,20.68
1505,24.0,23.92
1506,19.01,21.94
1510,9.63,26.05
1511,17.97,21.98
1512,44.37,18.81
1513,7.51,33.98
1514,8.89,3.84
1517,2.85,2.82
1518,19.58,19.7
1519,31.96,29.57
1520,24.0,38.39
1521,9.12,27.17
1522,25.33,25.13
1523,6.14,36.8
1524,22.06,0.13
1525,12.79,30.71
1526,19.3,14.93
1527,7.66,33.72
1528,24.0,30.27
1531,17.4,32.52
1532,16.79,20.24
1533,20.34,22.38
1534,36.93,22.81
1535,10.27,38.29
1536,4.56,36.58
1537,22.96,23.58
1538,24.0,37.5
1539,47.79,23.92
1540,23.12,34.14
1541,22.39,18.93
1542,16.82,24.24
1543,20.09,27.67
1544,26.65,13.8
1545,2.98,12.12
1546,2.83,16.12
1547,17.86,26.98
1548,42.69,24.35
1551,17.19,22.08
1552,21.11,35.95
1553,34.79,23.43
1554,20.31,20.91
1555,30.89,27.38
1556,19.86,24.84
1557,16.3,37.33
1558,19.19,25.17
1562,35.21,32.35
1563,10.66,16.54
1564,29.92,16.94
1565,36.81,5.6
1566,24.0,25.12
1569,16.09,23.03
1570,24.0,26.61
1571,23.0,26.63
1575,38.67,31.73
1576,19.88,21.51
1577,38.92,9.0
1578,21.17,36.39
1579,24.0,23.78
1580,0.63,5.68
1581,17.81,6.48
1585,4.41,4.79
1586,35.27,10.23
1587,5.84,10.92
1588,19.49,20.93
1589,42.53,18.97
1592,21.03,22.98
1593,4.73,3.66
